"","X","condition","img_side_order","trial_no","img_pair_name","trial_type","target_audio_type","target_audio","left_img","right_img","clicked_img","start_time","current_windowW","current_windowH","end_pre1_time","end_pre2_time","end_img_reset_time","end_contrast_time","start_event_time","end_event_time","end_trial_time","start_event_timept","end_event_timept","time","x","y","Browser","OS","screenH","screenW","windowH","windowW","imageH","imageW","language","age","gender","eyesight","eyesight_task","comments","accuracy","previous_accuracy_attempts","time_in_minutes","participant_id","exp.clicked","trials_completed","data_point_no","starting_time","time_since_trial_start","trial_stage","img1_left_x","img1_right_x","top_y","bottom_y","img2_left_x","img2_right_x","look_left_img","look_right_img","action_img","look_action_img","look_object_img","frame_start","frame_end","novel_word_end","trial_frame_start","trial_frame_end","previous_look_action_img","previous_look_object_img","trial_name","time_since_disambig","pre_frame_prop","post_frame_prop","trial_diff_prop_action","subj_diff_prop_action","girls_end"
"1",3545,"noun","img_side_order1",9,"pair12","novel","novel","vash","vash_verb","vash_noun","none",1597885703016,1366,617,5159,10240,11306,17397,18475,26543,1597885730936,1597885721491,1597885729559,355934.550000005,392,620,"Chrome","Linux",768,1366,617,1366,288,400,"English",34,"Male","nearsighted","neither",NA,60,"[]",8.1369,104896,NA,12,287,337375.104999985,18559.4450000208,"event",-107,593,90,678,773,1473,TRUE,FALSE,"left",TRUE,FALSE,1994,2472,3275,20469,20947,TRUE,FALSE,"Trial 9",-1909.5549999792,0.666666666666667,0.295454545454545,-0.371212121212121,-0.34767316017316,476.918316831683
"2",3960,"noun","img_side_order1",10,"pair11","novel","novel","smick","smick_noun","smick_verb","none",1597885730938,1366,617,5127,10205,11282,17448,18533,26608,1597885758788,1597885749471,1597885757546,384172.629999986,813,220,"Chrome","Linux",768,1366,617,1366,288,400,"English",34,"Male","nearsighted","neither",NA,60,"[]",8.1369,104896,NA,12,292,365297.495000006,18875.1349999802,"event",-107,593,90,678,773,1473,FALSE,TRUE,"right",TRUE,FALSE,1987,2485,3261,20520,21018,FALSE,FALSE,"Trial 10",-1644.8650000198,0.0909090909090909,0,-0.0909090909090909,-0.34767316017316,476.918316831683
"3",4374,"noun","img_side_order1",11,"pair9","novel","novel","dax","dax_verb","dax_noun","none",1597885758790,1366,617,5162,10256,11342,17399,18495,26574,1597885786483,1597885777285,1597885785364,412171.990000003,25,163,"Chrome","Linux",768,1366,617,1366,288,400,"English",34,"Male","nearsighted","neither",NA,60,"[]",8.1369,104896,NA,12,294,393153.545000008,19018.4449999942,"event",-107,593,90,678,773,1473,TRUE,FALSE,"left",TRUE,FALSE,2016,2497,3354,20511,20992,FALSE,FALSE,"Trial 11",-1492.5550000058,0.666666666666667,0.0833333333333333,-0.583333333333333,-0.34767316017316,476.918316831683
"4",4780,"noun","img_side_order1",12,"pair10","novel","novel","nup","nup_noun","nup_verb","nup_noun",1597885786485,1366,617,5156,10243,11344,17460,18554,26716,1597885819667,1597885805039,1597885813201,439576.264999982,419,246,"Chrome","Linux",768,1366,617,1366,288,400,"English",34,"Male","nearsighted","neither",NA,60,"[]",8.1369,104896,NA,12,289,420833.994999994,18742.2699999879,"event",-107,593,90,678,773,1473,TRUE,FALSE,"right",FALSE,TRUE,1992,2443,2996,20546,20997,FALSE,FALSE,"Trial 12",-1803.7300000121,0.428571428571429,0.0833333333333333,-0.345238095238095,-0.34767316017316,476.918316831683
"5",18011,"baseline","img_side_order1",9,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1598041986104,1440,837,5032,10060,11086,17096,18118,26119,1598042013731,1598042004222,1598042012223,354410,530,461,"Safari","Mac",900,1440,837,1440,288,400,"English",20,"Male","nearsighted","neither",NA,59,"[44]",7.92168333333333,115570,NA,12,1051,336279,18131.0000000001,"event",-70,630,156,744,810,1510,TRUE,FALSE,"left",TRUE,FALSE,1987,2485,3261,20105,20603,TRUE,FALSE,"Trial 9",-1973.9999999999,0.473684210526316,0.0470588235294118,-0.426625386996904,-0.103474231113441,476.918316831683
"6",19524,"baseline","img_side_order1",10,"pair12","novel","novel","vash","vash_noun","vash_verb","none",1598042013731,1440,837,5048,10048,11054,17068,18126,26155,1598042040972,1598042031857,1598042039886,382047,928,244,"Safari","Mac",900,1440,837,1440,288,400,"English",20,"Male","nearsighted","neither",NA,59,"[44]",7.92168333333333,115570,NA,12,1057,363908,18139.0000000001,"event",-70,630,156,744,810,1510,FALSE,TRUE,"right",TRUE,FALSE,1994,2472,3275,20120,20598,FALSE,FALSE,"Trial 10",-1980.9999999999,0.789473684210526,0.758241758241758,-0.0312319259687681,-0.103474231113441,476.918316831683
"7",21046,"baseline","img_side_order1",11,"pair9","novel","novel","dax","dax_verb","dax_noun","none",1598042040973,1440,837,5036,10053,11067,17086,18087,26116,1598042068684,1598042059060,1598042067089,409333,544,318,"Safari","Mac",900,1440,837,1440,288,400,"English",20,"Male","nearsighted","neither",NA,59,"[44]",7.92168333333333,115570,NA,12,1076,391150,18183.0000000001,"event",-70,630,156,744,810,1510,TRUE,FALSE,"left",TRUE,FALSE,2016,2497,3354,20103,20584,FALSE,FALSE,"Trial 11",-1919.9999999999,0.105263157894737,0.133333333333333,0.0280701754385965,-0.103474231113441,476.918316831683
"8",22577,"baseline","img_side_order1",12,"pair10","novel","novel","nup","nup_noun","nup_verb","nup_verb",1598042068685,1440,837,5045,10064,11069,17094,18103,26110,1598042097986,1598042086788,1598042094795,437050,859,263,"Safari","Mac",900,1440,837,1440,288,400,"English",20,"Male","nearsighted","neither",NA,59,"[44]",7.92168333333333,115570,NA,12,1073,418864,18186,"event",-70,630,156,744,810,1510,FALSE,TRUE,"right",TRUE,FALSE,1992,2443,2996,20095,20546,FALSE,FALSE,"Trial 12",-1909,0.923076923076923,0.938967136150235,0.0158902130733116,-0.103474231113441,476.918316831683
"9",33849,"baseline","img_side_order1",9,"pair10","novel","novel","nup","nup_verb","nup_noun","none",1598043265623,1280,578,5027,10028,11029,17032,18048,26053,1598043293112,1598043283671,1598043291676,397124.814999988,1217,579,"Chrome","Windows",720,1280,578,1280,288,400,"English",19,"Female","nearsighted","contacts","no, but I'm very curious as to the purpose of this study!",60,"[]",9.25303333333333,123646,NA,12,869,379056.285000057,18068.5299999313,"event",-150,550,66,654,730,1430,FALSE,TRUE,"left",FALSE,TRUE,1992,2443,2996,20040,20491,FALSE,FALSE,"Trial 9",-1971.4700000687,0.173913043478261,0.0478723404255319,-0.126040703052729,-0.288736344695764,476.918316831683
"10",35101,"baseline","img_side_order1",10,"pair9","novel","novel","dax","dax_noun","dax_verb","none",1598043293113,1280,578,5037,10039,11055,17058,18074,26075,1598043321083,1598043311187,1598043319188,424640.890000039,813,113,"Chrome","Windows",720,1280,578,1280,288,400,"English",19,"Female","nearsighted","contacts","no, but I'm very curious as to the purpose of this study!",60,"[]",9.25303333333333,123646,NA,12,870,406551.130000036,18089.7600000026,"event",-150,550,66,654,730,1430,FALSE,TRUE,"right",TRUE,FALSE,2016,2497,3354,20090,20571,TRUE,FALSE,"Trial 10",-2000.2399999974,0.784615384615385,0.196261682242991,-0.588353702372394,-0.288736344695764,476.918316831683
"11",36352,"baseline","img_side_order1",11,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1598043321083,1280,578,5022,10023,11043,17064,18064,26083,1598043348493,1598043339147,1598043347166,452596.924999962,1311,339,"Chrome","Windows",720,1280,578,1280,288,400,"English",19,"Female","nearsighted","contacts","no, but I'm very curious as to the purpose of this study!",60,"[]",9.25303333333333,123646,NA,12,869,434515.305000008,18081.6199999535,"event",-150,550,66,654,730,1430,FALSE,TRUE,"left",FALSE,TRUE,1987,2485,3261,20051,20549,FALSE,TRUE,"Trial 11",-1969.3800000465,0.246153846153846,0.0420560747663551,-0.204097771387491,-0.288736344695764,476.918316831683
"12",37605,"baseline","img_side_order1",12,"pair12","novel","novel","vash","vash_noun","vash_verb","vash_noun",1598043348495,1280,578,5042,10067,11086,17086,18088,26102,1598043378866,1598043366583,1598043374597,480052.475000033,429,474,"Chrome","Windows",720,1280,578,1280,288,400,"English",19,"Female","nearsighted","contacts","no, but I'm very curious as to the purpose of this study!",60,"[]",9.25303333333333,123646,NA,12,870,461934.660000028,18117.815000005,"event",-150,550,66,654,730,1430,TRUE,FALSE,"right",FALSE,TRUE,1994,2472,3275,20082,20560,FALSE,FALSE,"Trial 12",-1964.184999995,0.428571428571429,0.192118226600985,-0.236453201970443,-0.288736344695764,476.918316831683
"13",50454,"noun","img_side_order1",9,"pair9","novel","novel","dax","dax_verb","dax_noun","none",1597976089306,1680,939,5054,10091,11113,17133,18155,26177,1597976117177,1597976107461,1597976115483,618960.48499993,1538,512,"Chrome","Mac",1050,1680,939,1680,288,400,"English",20,"Female","none","neither",NA,71,"[]",12.8125166666667,131964,NA,12,1026,600769.050000003,18191.4349999279,"event",50,750,231,819,930,1630,FALSE,TRUE,"left",FALSE,TRUE,2016,2497,3354,20171,20652,FALSE,TRUE,"Trial 9",-1979.5650000721,0.276190476190476,0.149837133550489,-0.126353342639988,-0.0667784977141261,476.918316831683
"14",51936,"noun","img_side_order1",10,"pair11","novel","novel","smick","smick_noun","smick_verb","none",1597976117178,1680,939,5022,10040,11059,17107,18157,26182,1597976147359,1597976135335,1597976143360,646865.894999821,573,666,"Chrome","Mac",1050,1680,939,1680,288,400,"English",20,"Female","none","neither",NA,71,"[]",12.8125166666667,131964,NA,12,1028,628636.429999955,18229.4649998657,"event",50,750,231,819,930,1630,TRUE,FALSE,"right",FALSE,TRUE,1987,2485,3261,20144,20642,FALSE,FALSE,"Trial 10",-1914.5350001343,0.347826086956522,0.167741935483871,-0.180084151472651,-0.0667784977141261,476.918316831683
"15",53394,"noun","img_side_order1",11,"pair12","novel","novel","vash","vash_verb","vash_noun","none",1597976147359,1680,939,5047,10074,11104,17123,18123,26124,1597976174488,1597976165482,1597976173483,677024.424999952,1318,710,"Chrome","Mac",1050,1680,939,1680,288,400,"English",20,"Female","none","neither",NA,71,"[]",12.8125166666667,131964,NA,12,1008,658819.639999885,18204.7850000672,"event",50,750,231,819,930,1630,FALSE,TRUE,"left",FALSE,TRUE,1994,2472,3275,20117,20595,FALSE,FALSE,"Trial 11",-1912.2149999328,0.130434782608696,0.316091954022989,0.185657171414293,-0.0667784977141261,476.918316831683
"16",54817,"noun","img_side_order1",12,"pair10","novel","novel","nup","nup_noun","nup_verb","nup_noun",1597976174489,1680,939,5045,10077,11109,17158,18180,26219,1597976210187,1597976192669,1597976200708,704194.329999853,1319,663,"Chrome","Mac",1050,1680,939,1680,288,400,"English",20,"Female","none","neither",NA,71,"[]",12.8125166666667,131964,NA,12,978,685989.219999872,18205.1099999808,"event",50,750,231,819,930,1630,FALSE,TRUE,"right",TRUE,FALSE,1992,2443,2996,20172,20623,TRUE,FALSE,"Trial 12",-1966.8900000192,0.202127659574468,0.055793991416309,-0.146333668158159,-0.0667784977141261,476.918316831683
"17",58261,"baseline","img_side_order1",9,"pair12","novel","novel","vash","vash_verb","vash_noun","none",1597885522521,1280,800,5233,10364,11490,17591,18715,26809,1597885550691,1597885541236,1597885549330,478107.47,-140,470,"Chrome","Linux",800,1280,681,1280,288,400,"english",20,"Other","nearsighted","glasses",NA,64,"[]",10.4990666666667,139442,NA,12,243,459345.03,18762.4399999995,"event",-150,550,106,694,730,1430,TRUE,FALSE,"left",TRUE,FALSE,1994,2472,3275,20709,21187,TRUE,FALSE,"Trial 9",-1946.5600000005,0.8125,0.264705882352941,-0.547794117647059,-0.135004274835931,476.918316831683
"18",58605,"baseline","img_side_order1",10,"pair10","novel","novel","nup","nup_noun","nup_verb","none",1597885550695,1280,800,5235,10362,11442,17565,18687,26844,1597885578985,1597885569382,1597885577539,506412.91,13,352,"Chrome","Linux",800,1280,681,1280,288,400,"english",20,"Other","nearsighted","glasses",NA,64,"[]",10.4990666666667,139442,NA,12,241,487523.675,18889.2349999996,"event",-150,550,106,694,730,1430,TRUE,FALSE,"right",FALSE,TRUE,1992,2443,2996,20679,21130,FALSE,FALSE,"Trial 10",-1789.7650000004,0.181818181818182,0.727272727272727,0.545454545454545,-0.135004274835931,476.918316831683
"19",58951,"baseline","img_side_order1",11,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1597885578987,1280,800,5178,10279,11448,17567,18699,26810,1597885607173,1597885597686,1597885605797,534713.055,295,167,"Chrome","Linux",800,1280,681,1280,288,400,"english",20,"Other","nearsighted","glasses",NA,64,"[]",10.4990666666667,139442,NA,12,244,515795.635,18917.4199999999,"event",-150,550,106,694,730,1430,TRUE,FALSE,"left",TRUE,FALSE,1987,2485,3261,20686,21184,FALSE,FALSE,"Trial 11",-1768.5800000001,0.578947368421053,0.452380952380952,-0.1265664160401,-0.135004274835931,476.918316831683
"20",59277,"baseline","img_side_order1",12,"pair9","novel","novel","dax","dax_noun","dax_verb","dax_noun",1597885607176,1280,800,5207,10336,11464,17588,18733,26903,1597885640424,1597885625909,1597885634079,562778.65,1158,440,"Chrome","Linux",800,1280,681,1280,288,400,"english",20,"Other","nearsighted","glasses",NA,64,"[]",10.4990666666667,139442,NA,12,226,544000.935,18777.7150000001,"event",-150,550,106,694,730,1430,FALSE,TRUE,"right",TRUE,FALSE,2016,2497,3354,20749,21230,TRUE,FALSE,"Trial 12",-1971.2849999999,0.8,0.388888888888889,-0.411111111111111,-0.135004274835931,476.918316831683
"21",64922,"verb","img_side_order2",9,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1598313353999,1707,850,5113,10191,11233,17309,18381,26430,1598313381178,1598313372380,1598313380429,1154835.69500002,1085,733,"Chrome","Windows",960,1707,850,1707,288,400,"English",21,"Male","nearsighted","glasses","N/A",66,"[3, 30, 15]",21.3762166666667,143199,NA,12,455,1136411.49500001,18424.2000000083,"event",63.5,763.5,186,774,943.5,1643.5,FALSE,TRUE,"left",FALSE,TRUE,1987,2485,3261,20368,20866,FALSE,FALSE,"Trial 9",-1943.7999999917,0.909090909090909,0.685185185185185,-0.223905723905724,-0.0672441752699605,476.918316831683
"22",65572,"verb","img_side_order2",10,"pair9","novel","novel","dax","dax_noun","dax_verb","none",1598313381179,1707,850,5106,10151,11228,17296,18351,26431,1598313408070,1598313399530,1598313407610,1181947.97500002,1259,512,"Chrome","Windows",960,1707,850,1707,288,400,"English",21,"Male","nearsighted","glasses","N/A",66,"[3, 30, 15]",21.3762166666667,143199,NA,12,453,1163588.35500001,18359.6200000027,"event",63.5,763.5,186,774,943.5,1643.5,FALSE,TRUE,"right",TRUE,FALSE,2016,2497,3354,20367,20848,TRUE,FALSE,"Trial 10",-2007.3799999973,0.368421052631579,0.41,0.041578947368421,-0.0672441752699605,476.918316831683
"23",66223,"verb","img_side_order2",11,"pair10","novel","novel","nup","nup_verb","nup_noun","none",1598313408071,1707,850,5093,10172,11224,17269,18325,26382,1598313435286,1598313426396,1598313434453,1208813.57999996,991,511,"Chrome","Windows",960,1707,850,1707,288,400,"English",21,"Male","nearsighted","glasses","N/A",66,"[3, 30, 15]",21.3762166666667,143199,NA,12,452,1190478.44999994,18335.1300000213,"event",63.5,763.5,186,774,943.5,1643.5,FALSE,TRUE,"left",FALSE,TRUE,1992,2443,2996,20317,20768,FALSE,TRUE,"Trial 11",-1981.8699999787,0.888888888888889,0.59375,-0.295138888888889,-0.0672441752699605,476.918316831683
"24",66860,"verb","img_side_order2",12,"pair12","novel","novel","vash","vash_noun","vash_verb","vash_verb",1598313435287,1707,850,5094,10160,11202,17255,18311,26381,1598313470810,1598313453598,1598313461668,1236066.32499991,609,434,"Chrome","Windows",960,1707,850,1707,288,400,"English",21,"Male","nearsighted","glasses","N/A",66,"[3, 30, 15]",21.3762166666667,143199,NA,12,442,1217698.78999994,18367.5349999685,"event",63.5,763.5,186,774,943.5,1643.5,TRUE,FALSE,"right",FALSE,TRUE,1994,2472,3275,20305,20783,FALSE,TRUE,"Trial 12",-1937.4650000315,0.0967741935483871,0.305263157894737,0.20848896434635,-0.0672441752699605,476.918316831683
"25",76031,"verb","img_side_order2",9,"pair10","novel","novel","nup","nup_verb","nup_noun","none",1597962755610,1366,576,5060,10105,11148,17174,18220,26257,1597962786079,1597962773830,1597962781867,388181.930000021,156,505,"Chrome","Windows",768,1366,576,1366,288,400,"English",20,"Female","none","neither",NA,53,"[]",8.90051666666667,145980,NA,12,734,369929.715000035,18252.2149999859,"event",-107,593,90,678,773,1473,TRUE,FALSE,"left",TRUE,FALSE,1992,2443,2996,20212,20663,FALSE,FALSE,"Trial 9",-1959.7850000141,0.984615384615385,0.97,-0.0146153846153847,-0.136316770472408,476.918316831683
"26",77085,"verb","img_side_order2",10,"pair9","novel","novel","dax","dax_noun","dax_verb","none",1597962786080,1366,576,5059,10088,11133,17156,18193,26222,1597962813604,1597962804273,1597962812302,418601.800000004,988,437,"Chrome","Windows",768,1366,576,1366,288,400,"English",20,"Female","none","neither",NA,53,"[]",8.90051666666667,145980,NA,12,750,400399.350000022,18202.4499999825,"event",-107,593,90,678,773,1473,FALSE,TRUE,"right",TRUE,FALSE,2016,2497,3354,20209,20690,FALSE,FALSE,"Trial 10",-2006.5500000175,0.878048780487805,0.992805755395683,0.114756974907879,-0.136316770472408,476.918316831683
"27",78101,"verb","img_side_order2",11,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1597962813605,1366,576,5066,10100,11124,17159,18186,26228,1597962841726,1597962831791,1597962839833,446113.155000028,153,175,"Chrome","Windows",768,1366,576,1366,288,400,"English",20,"Female","none","neither",NA,53,"[]",8.90051666666667,145980,NA,12,722,427923.684999987,18189.4700000412,"event",-107,593,90,678,773,1473,TRUE,FALSE,"left",TRUE,FALSE,1987,2485,3261,20173,20671,TRUE,FALSE,"Trial 11",-1983.5299999588,0.869565217391304,0.942105263157895,0.0725400457665905,-0.136316770472408,476.918316831683
"28",79112,"verb","img_side_order2",12,"pair12","novel","novel","vash","vash_noun","vash_verb","vash_verb",1597962841727,1366,576,5066,10105,11173,17216,18244,26276,1597962872486,1597962859971,1597962868003,474402.735000011,1135,205,"Chrome","Windows",768,1366,576,1366,288,400,"English",20,"Female","none","neither",NA,53,"[]",8.90051666666667,145980,NA,12,706,456056.994999992,18345.7400000188,"event",-107,593,90,678,773,1473,FALSE,TRUE,"right",TRUE,FALSE,1994,2472,3275,20238,20716,FALSE,FALSE,"Trial 12",-1892.2599999812,1,0.282051282051282,-0.717948717948718,-0.136316770472408,476.918316831683
"29",90692,"verb","img_side_order2",9,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1597888104655,1536,722,5043,10074,11098,17118,18153,26201,1597888131303,1597888122808,1597888130856,549753.570000001,979,315,"Chrome","Windows",864,1536,712,1034,288,400,"english",43,"Male","nearsighted","glasses",NA,64,"[]",14.5366666666667,151928,NA,12,967,531586.184999993,18167.3850000077,"event",-22,678,138,726,858,1558,FALSE,TRUE,"left",FALSE,TRUE,1987,2485,3261,20140,20638,FALSE,TRUE,"Trial 9",-1972.6149999923,0,0.0113207547169811,0.0113207547169811,0.138930627276722,476.918316831683
"30",92110,"verb","img_side_order2",10,"pair10","novel","novel","nup","nup_noun","nup_verb","none",1597888131305,1536,722,5043,10072,11108,17127,18155,26182,1597888158267,1597888149460,1597888157487,576763.895000011,603,654,"Chrome","Windows",864,1536,712,1034,288,400,"english",43,"Male","nearsighted","glasses",NA,64,"[]",14.5366666666667,151928,NA,12,990,558231.850000011,18532.0449999999,"event",-22,678,138,726,858,1558,TRUE,FALSE,"right",FALSE,TRUE,1992,2443,2996,20147,20598,FALSE,FALSE,"Trial 10",-1614.9550000001,0.414634146341463,0.766233766233766,0.351599619892303,0.138930627276722,476.918316831683
"31",93506,"verb","img_side_order2",11,"pair9","novel","novel","dax","dax_verb","dax_noun","none",1597888158267,1536,722,5062,10111,11136,17166,18187,26214,1597888184995,1597888176454,1597888184481,603680.705000006,645,721,"Chrome","Windows",864,1536,712,1034,288,400,"english",43,"Male","nearsighted","glasses",NA,64,"[]",14.5366666666667,151928,NA,12,990,585194.12,18486.5850000056,"event",-22,678,138,726,858,1558,TRUE,FALSE,"left",TRUE,FALSE,2016,2497,3354,20203,20684,FALSE,FALSE,"Trial 11",-1716.4149999944,0.5,0,-0.5,0.138930627276722,476.918316831683
"32",94877,"verb","img_side_order2",12,"pair12","novel","novel","vash","vash_noun","vash_verb","vash_verb",1597888184997,1536,722,5063,10089,11112,17148,18166,26197,1597888215485,1597888203163,1597888211194,630300.510000001,885,533,"Chrome","Windows",864,1536,712,1034,288,400,"english",43,"Male","nearsighted","glasses",NA,64,"[]",14.5366666666667,151928,NA,12,962,611949.540000001,18350.9699999997,"event",-22,678,138,726,858,1558,FALSE,TRUE,"right",TRUE,FALSE,1994,2472,3275,20160,20638,FALSE,FALSE,"Trial 12",-1809.0300000003,0.231884057971014,0.924686192468619,0.692802134497605,0.138930627276722,476.918316831683
"33",107718,"noun","img_side_order2",9,"pair11","novel","novel","smick","smick_verb","smick_noun","none",1597978504124,1366,608,5052,10112,11138,17161,18194,26226,1597978532260,1597978522318,1597978530350,422439.299998805,913,329,"Chrome","Windows",768,1366,608,1366,288,400,"English",56,"Female","farsighted","glasses",NA,60,"[]",10.3131666666667,159772,NA,12,1012,404235.084999353,18204.2149994522,"event",-107,593,90,678,773,1473,FALSE,TRUE,"left",FALSE,TRUE,1987,2485,3261,20181,20679,FALSE,TRUE,"Trial 9",-1976.7850005478,0.463157894736842,0.452380952380952,-0.0107769423558897,0.00629361189765418,476.918316831683
"34",109157,"noun","img_side_order2",10,"pair9","novel","novel","dax","dax_noun","dax_verb","none",1597978532261,1366,608,5050,10080,11115,17140,18158,26183,1597978560209,1597978550419,1597978558444,450507.944999263,510,268,"Chrome","Windows",768,1366,608,1366,288,400,"English",56,"Female","farsighted","glasses",NA,60,"[]",10.3131666666667,159772,NA,12,998,432333.649998531,18174.2950007319,"event",-107,593,90,678,773,1473,TRUE,FALSE,"right",FALSE,TRUE,2016,2497,3354,20174,20655,FALSE,FALSE,"Trial 10",-1999.7049992681,0.39047619047619,0.552795031055901,0.16231884057971,0.00629361189765418,476.918316831683
"35",110600,"noun","img_side_order2",11,"pair12","novel","novel","vash","vash_verb","vash_noun","none",1597978560210,1366,608,5035,10055,11085,17109,18137,26161,1597978588165,1597978578347,1597978586371,478510.214999318,571,257,"Chrome","Windows",768,1366,608,1366,288,400,"English",56,"Female","farsighted","glasses",NA,60,"[]",10.3131666666667,159772,NA,12,1005,460281.524999067,18228.6900002509,"event",-107,593,90,678,773,1473,TRUE,FALSE,"left",TRUE,FALSE,1994,2472,3275,20131,20609,FALSE,FALSE,"Trial 11",-1902.3099997491,0.6,0.118210862619808,-0.481789137380192,0.00629361189765418,476.918316831683
"36",112011,"noun","img_side_order2",12,"pair10","novel","novel","nup","nup_noun","nup_verb","nup_noun",1597978588165,1366,608,5045,10068,11086,17109,18137,26155,1597978623272,1597978606302,1597978614320,506385.939998552,547,326,"Chrome","Windows",768,1366,608,1366,288,400,"English",56,"Female","farsighted","glasses",NA,60,"[]",10.3131666666667,159772,NA,12,994,488237.849999219,18148.089999333,"event",-107,593,90,678,773,1473,TRUE,FALSE,"right",FALSE,TRUE,1992,2443,2996,20129,20580,FALSE,TRUE,"Trial 12",-1980.910000667,0,0.355421686746988,0.355421686746988,0.00629361189765418,476.918316831683
"37",118668,"verb","img_side_order2",9,"pair10","novel","novel","nup","nup_verb","nup_noun","none",1597887585009,1440,789,5087,10151,11185,17250,18316,26349,1597887612594,1597887603325,1597887611358,556140.364999999,823,675,"Chrome","Mac",900,1440,712,1440,288,400,"English",19,"Female","none","neither","The task was interesting, though including a window to ensure my face was in the calibration frame during the activity would have been reassuring.",53,"[29]",11.5714333333333,164017,NA,12,497,537817.380000022,18322.9849999771,"event",-70,630,156,744,810,1510,FALSE,TRUE,"left",FALSE,TRUE,1992,2443,2996,20308,20759,FALSE,FALSE,"Trial 9",-1985.0150000229,0.368421052631579,0.425,0.0565789473684211,0.0582858789963713,476.918316831683
"38",119392,"verb","img_side_order2",10,"pair12","novel","novel","vash","vash_noun","vash_verb","none",1597887612595,1440,789,5083,10138,11181,17237,18298,26364,1597887639769,1597887630893,1597887638959,583802.620000031,418,604,"Chrome","Mac",900,1440,712,1440,288,400,"English",19,"Female","none","neither","The task was interesting, though including a window to ensure my face was in the calibration frame during the activity would have been reassuring.",53,"[29]",11.5714333333333,164017,NA,12,504,565428.465000005,18374.1550000268,"event",-70,630,156,744,810,1510,TRUE,FALSE,"right",FALSE,TRUE,1994,2472,3275,20292,20770,FALSE,FALSE,"Trial 10",-1917.8449999732,0.75,0.793814432989691,0.0438144329896907,0.0582858789963713,476.918316831683
"39",120124,"verb","img_side_order2",11,"pair9","novel","novel","dax","dax_verb","dax_noun","none",1597887639769,1440,789,5093,10128,11192,17301,18361,26424,1597887666957,1597887658130,1597887666193,610955.690000032,971,610,"Chrome","Mac",900,1440,712,1440,288,400,"English",19,"Female","none","neither","The task was interesting, though including a window to ensure my face was in the calibration frame during the activity would have been reassuring.",53,"[29]",11.5714333333333,164017,NA,12,516,592546.190000023,18409.5000000088,"event",-70,630,156,744,810,1510,FALSE,TRUE,"left",FALSE,TRUE,2016,2497,3354,20377,20858,FALSE,TRUE,"Trial 11",-1967.4999999912,0.375,0.510869565217391,0.135869565217391,0.0582858789963713,476.918316831683
"40",120848,"verb","img_side_order2",12,"pair11","novel","novel","smick","smick_noun","smick_verb","smick_verb",1597887666958,1440,789,5073,10139,11204,17269,18334,26370,1597887696084,1597887685292,1597887693328,638135.800000047,267,271,"Chrome","Mac",900,1440,712,1440,288,400,"English",19,"Female","none","neither","The task was interesting, though including a window to ensure my face was in the calibration frame during the activity would have been reassuring.",53,"[29]",11.5714333333333,164017,NA,12,507,619741.430000053,18394.3699999945,"event",-70,630,156,744,810,1510,TRUE,FALSE,"right",FALSE,TRUE,1987,2485,3261,20321,20819,FALSE,FALSE,"Trial 12",-1926.6300000055,0.606060606060606,0.602941176470588,-0.00311942959001787,0.0582858789963713,476.918316831683
"41",123205,"verb","img_side_order1",9,"pair9","novel","novel","dax","dax_verb","dax_noun","none",1597962860294,1535,829,5343,10886,12317,18656,19990,28417,1597962890173,1597962880284,1597962888711,377180.285000002,1226,459,"Chrome","Windows",900,1600,829,1535,288,400,"english",28,"Male","none","neither",NA,61,"[]",8.21985,169457,NA,12,173,356784.334999997,20395.9500000055,"event",10,710,156,744,890,1590,FALSE,TRUE,"left",FALSE,TRUE,2016,2497,3354,22006,22487,FALSE,FALSE,"Trial 9",-1610.0499999945,0.666666666666667,0.75,0.0833333333333334,0.265955728858955,476.918316831683
"42",123443,"verb","img_side_order1",10,"pair10","novel","novel","nup","nup_noun","nup_verb","none",1597962890179,1535,829,5264,10509,11663,19857,21132,29659,1597962922221,1597962911311,1597962919838,408055.999999997,413,355,"Chrome","Windows",900,1600,829,1535,288,400,"english",28,"Male","none","neither",NA,61,"[]",8.21985,169457,NA,12,171,386747.68,21308.3199999965,"event",10,710,156,744,890,1590,TRUE,FALSE,"right",FALSE,TRUE,1992,2443,2996,23124,23575,FALSE,FALSE,"Trial 10",-1815.6800000035,0.1,0.838709677419355,0.738709677419355,0.265955728858955,476.918316831683
"43",123675,"verb","img_side_order1",11,"pair12","novel","novel","vash","vash_verb","vash_noun","none",1597962922222,1535,829,5308,10889,11989,18211,19391,27848,1597962951374,1597962941613,1597962950070,438254.529999998,968,166,"Chrome","Windows",900,1600,829,1535,288,400,"english",28,"Male","none","neither",NA,61,"[]",8.21985,169457,NA,12,172,418735.585000002,19518.9449999962,"event",10,710,156,744,890,1590,FALSE,TRUE,"left",FALSE,TRUE,1994,2472,3275,21385,21863,FALSE,FALSE,"Trial 11",-1866.0550000038,0.538461538461538,0.514285714285714,-0.0241758241758242,0.265955728858955,476.918316831683
