"","timebin","condition","timebin_prop_action","girls_end","novel_word_end"
"422",5000,"noun",0.45679012345679,476.998091889458,1224.15567180499
"423",5000,"verb",0.619718309859155,476.998091889458,1224.15567180499
"424",5050,"baseline",0.578947368421053,476.998091889458,1224.15567180499
"425",5050,"noun",0.4625,476.998091889458,1224.15567180499
"426",5050,"verb",0.623188405797101,476.998091889458,1224.15567180499
"427",5100,"baseline",0.597402597402597,476.998091889458,1224.15567180499
"428",5100,"noun",0.481012658227848,476.998091889458,1224.15567180499
"429",5100,"verb",0.569444444444444,476.998091889458,1224.15567180499
"430",5150,"baseline",0.597222222222222,476.998091889458,1224.15567180499
"431",5150,"noun",0.480519480519481,476.998091889458,1224.15567180499
"432",5150,"verb",0.611940298507463,476.998091889458,1224.15567180499
"433",5200,"baseline",0.584415584415584,476.998091889458,1224.15567180499
"434",5200,"noun",0.467532467532468,476.998091889458,1224.15567180499
"435",5200,"verb",0.583333333333333,476.998091889458,1224.15567180499
"436",5250,"baseline",0.577464788732394,476.998091889458,1224.15567180499
"437",5250,"noun",0.474358974358974,476.998091889458,1224.15567180499
"438",5250,"verb",0.626865671641791,476.998091889458,1224.15567180499
"439",5300,"baseline",0.594594594594595,476.998091889458,1224.15567180499
"440",5300,"noun",0.475609756097561,476.998091889458,1224.15567180499
"441",5300,"verb",0.602941176470588,476.998091889458,1224.15567180499
"442",5350,"baseline",0.597222222222222,476.998091889458,1224.15567180499
"443",5350,"noun",0.467532467532468,476.998091889458,1224.15567180499
"444",5350,"verb",0.634920634920635,476.998091889458,1224.15567180499
"445",5400,"baseline",0.586666666666667,476.998091889458,1224.15567180499
"446",5400,"noun",0.474358974358974,476.998091889458,1224.15567180499
"447",5400,"verb",0.608695652173913,476.998091889458,1224.15567180499
"448",5450,"baseline",0.541666666666667,476.998091889458,1224.15567180499
"449",5450,"noun",0.473684210526316,476.998091889458,1224.15567180499
"450",5450,"verb",0.603174603174603,476.998091889458,1224.15567180499
"451",5500,"baseline",0.575342465753425,476.998091889458,1224.15567180499
"452",5500,"noun",0.525,476.998091889458,1224.15567180499
"453",5500,"verb",0.567164179104478,476.998091889458,1224.15567180499
"454",5550,"baseline",0.563380281690141,476.998091889458,1224.15567180499
"455",5550,"noun",0.533333333333333,476.998091889458,1224.15567180499
"456",5550,"verb",0.612903225806452,476.998091889458,1224.15567180499
"457",5600,"baseline",0.56,476.998091889458,1224.15567180499
"458",5600,"noun",0.573333333333333,476.998091889458,1224.15567180499
"459",5600,"verb",0.590909090909091,476.998091889458,1224.15567180499
"460",5650,"baseline",0.527777777777778,476.998091889458,1224.15567180499
"461",5650,"noun",0.547945205479452,476.998091889458,1224.15567180499
"462",5650,"verb",0.645161290322581,476.998091889458,1224.15567180499
"463",5700,"baseline",0.541666666666667,476.998091889458,1224.15567180499
"464",5700,"noun",0.546666666666667,476.998091889458,1224.15567180499
"465",5700,"verb",0.611940298507463,476.998091889458,1224.15567180499
"466",5750,"baseline",0.550724637681159,476.998091889458,1224.15567180499
"467",5750,"noun",0.534246575342466,476.998091889458,1224.15567180499
"468",5750,"verb",0.645161290322581,476.998091889458,1224.15567180499
"469",5800,"baseline",0.563380281690141,476.998091889458,1224.15567180499
"470",5800,"noun",0.533333333333333,476.998091889458,1224.15567180499
"471",5800,"verb",0.582089552238806,476.998091889458,1224.15567180499
"472",5850,"baseline",0.557142857142857,476.998091889458,1224.15567180499
"473",5850,"noun",0.486842105263158,476.998091889458,1224.15567180499
"474",5850,"verb",0.615384615384615,476.998091889458,1224.15567180499
"475",5900,"baseline",0.569444444444444,476.998091889458,1224.15567180499
"476",5900,"noun",0.486842105263158,476.998091889458,1224.15567180499
"477",5900,"verb",0.6,476.998091889458,1224.15567180499
"478",5950,"baseline",0.574468085106383,476.998091889458,1224.15567180499
"479",5950,"noun",0.428571428571429,476.998091889458,1224.15567180499
"480",5950,"verb",0.578947368421053,476.998091889458,1224.15567180499
"481",6000,"noun",0,476.998091889458,1224.15567180499
"482",6000,"verb",0,476.998091889458,1224.15567180499
