"","subid","uuid","gender","trial_no","condition","test_trial","date_completed","age_in_weeks","exp_start","trial_duration","trial_start","trial_end","trial_start_video","trial_end_video","noun_image","noun_image_position","verb_image","verb_image_position","trial_audio"
"193","39358","b2f5db7f-69bd-4b3d-bbce-397e270a58ce","f",9,"verb","76-test-trial-event-9","2021-03-23",1440,2021-08-23 15:00:38,8.006,2021-08-23 15:05:13,2021-08-23 15:05:21,274753.000020981,282754.00018692,"vash_noun","right","vash_verb","left","vash"
"194","39358","b2f5db7f-69bd-4b3d-bbce-397e270a58ce","f",10,"verb","83-test-trial-event-10","2021-03-23",1440,2021-08-23 15:00:38,8.009,2021-08-23 15:05:42,2021-08-23 15:05:50,303450.000047684,311450.999975204,"dax_noun","left","dax_verb","right","dax"
"195","39358","b2f5db7f-69bd-4b3d-bbce-397e270a58ce","f",11,"verb","91-test-trial-event-11","2021-03-23",1440,2021-08-23 15:00:38,8.009,2021-08-23 15:06:16,2021-08-23 15:06:24,337916.000127792,345917.000055313,"smick_noun","right","smick_verb","left","smick"
"196","39358","b2f5db7f-69bd-4b3d-bbce-397e270a58ce","f",12,"verb","98-test-trial-event-12","2021-03-23",1440,2021-08-23 15:00:38,8.008,2021-08-23 15:06:45,2021-08-23 15:06:53,366370.000123978,374373.000144958,"nup_noun","left","nup_verb","right","nup"
"197","39381","af1874bc-da05-4d1e-9077-f31d51c6bf56","m",9,"noun","76-test-trial-event-9","2021-03-23",2010,2021-08-23 17:03:33,8.024,2021-08-23 17:08:15,2021-08-23 17:08:23,281621.000051498,289623.999834061,"dax_noun","left","dax_verb","right","dax"
"198","39381","af1874bc-da05-4d1e-9077-f31d51c6bf56","m",10,"noun","83-test-trial-event-10","2021-03-23",2010,2021-08-23 17:03:33,8.031,2021-08-23 17:08:45,2021-08-23 17:08:53,311059.99994278,319065.999984741,"nup_noun","left","nup_verb","right","nup"
"199","39381","af1874bc-da05-4d1e-9077-f31d51c6bf56","m",11,"noun","91-test-trial-event-11","2021-03-23",2010,2021-08-23 17:03:33,8.022,2021-08-23 17:09:20,2021-08-23 17:09:28,346445.999860764,354447.000026703,"vash_noun","right","vash_verb","left","vash"
"200","39381","af1874bc-da05-4d1e-9077-f31d51c6bf56","m",12,"noun","98-test-trial-event-12","2021-03-23",2010,2021-08-23 17:03:33,8.023,2021-08-23 17:09:49,2021-08-23 17:09:57,375513.999938965,383516.999959946,"smick_noun","right","smick_verb","left","smick"
"201","39439","9c9a8a74-2f05-4c7d-866a-84328538bf96","m",9,"noun","76-test-trial-event-9","2021-03-23",2160,2021-08-23 18:39:40,8.031,2021-08-23 18:44:26,2021-08-23 18:44:34,286330.999851227,294343.999862671,"dax_noun","left","dax_verb","right","dax"
"202","39439","9c9a8a74-2f05-4c7d-866a-84328538bf96","m",10,"noun","83-test-trial-event-10","2021-03-23",2160,2021-08-23 18:39:40,8.023,2021-08-23 18:44:56,2021-08-23 18:45:04,315743.999958038,323751.999855042,"nup_noun","left","nup_verb","right","nup"
"203","39439","9c9a8a74-2f05-4c7d-866a-84328538bf96","m",11,"noun","91-test-trial-event-11","2021-03-23",2160,2021-08-23 18:39:40,8.036,2021-08-23 18:45:31,2021-08-23 18:45:39,351057.999849319,359059.99994278,"smick_noun","left","smick_verb","right","smick"
"204","39439","9c9a8a74-2f05-4c7d-866a-84328538bf96","m",12,"noun","98-test-trial-event-12","2021-03-23",2160,2021-08-23 18:39:40,8.029,2021-08-23 18:46:01,2021-08-23 18:46:09,380365.999937057,388368.999958038,"vash_noun","left","vash_verb","right","vash"
"205","39517","2bdc209a-f09c-46f7-b488-3cd2d68ccc3c","m",9,"verb","76-test-trial-event-9","2021-03-23",2190,2021-08-23 21:40:16,8.029,2021-08-23 21:45:49,2021-08-23 21:45:57,333138.000011444,341149.999856949,"dax_noun","left","dax_verb","right","dax"
"206","39517","2bdc209a-f09c-46f7-b488-3cd2d68ccc3c","m",10,"verb","83-test-trial-event-10","2021-03-23",2190,2021-08-23 21:40:16,8.028,2021-08-23 21:46:18,2021-08-23 21:46:26,362129.999876022,370139.999866486,"nup_noun","left","nup_verb","right","nup"
"207","39517","2bdc209a-f09c-46f7-b488-3cd2d68ccc3c","m",11,"verb","91-test-trial-event-11","2021-03-23",2190,2021-08-23 21:40:16,8.025,2021-08-23 21:46:54,2021-08-23 21:47:02,398490.999937057,406500.999927521,"smick_noun","left","smick_verb","right","smick"
"208","39517","2bdc209a-f09c-46f7-b488-3cd2d68ccc3c","m",12,"verb","98-test-trial-event-12","2021-03-23",2190,2021-08-23 21:40:16,8.022,2021-08-23 21:47:24,2021-08-23 21:47:32,428063.999891281,436069.999933243,"vash_noun","left","vash_verb","right","vash"
"209","39834","2cd38140-4f03-43a4-aa2b-ccf422d070ca","m",9,"baseline","76-test-trial-event-9","2021-03-25",1680,2021-08-25 13:35:29,8.023,2021-08-25 13:41:08,2021-08-25 13:41:16,339053.999900818,347058.99977684,"dax_noun","left","dax_verb","right","dax"
"210","39834","2cd38140-4f03-43a4-aa2b-ccf422d070ca","m",10,"baseline","83-test-trial-event-10","2021-03-25",1680,2021-08-25 13:35:29,8.027,2021-08-25 13:41:37,2021-08-25 13:41:45,368479.999780655,376487.999916077,"smick_noun","left","smick_verb","right","smick"
"211","39834","2cd38140-4f03-43a4-aa2b-ccf422d070ca","m",11,"baseline","91-test-trial-event-11","2021-03-25",1680,2021-08-25 13:35:29,8.023,2021-08-25 13:42:12,2021-08-25 13:42:20,403934.99994278,411939.999818802,"vash_noun","right","vash_verb","left","vash"
"212","39834","2cd38140-4f03-43a4-aa2b-ccf422d070ca","m",12,"baseline","98-test-trial-event-12","2021-03-25",1680,2021-08-25 13:35:29,8.046,2021-08-25 13:42:42,2021-08-25 13:42:50,433480.999946594,441484.999895096,"nup_noun","right","nup_verb","left","nup"
"213","39913","6136b85c-bc99-48b5-b3c6-d639c167e5a3","m",9,"baseline","76-test-trial-event-9","2021-03-25",2070,2021-08-25 20:39:35,8.022,2021-08-25 20:44:17,2021-08-25 20:44:25,282187.00003624,290194.000005722,"nup_noun","right","nup_verb","left","nup"
"214","39913","6136b85c-bc99-48b5-b3c6-d639c167e5a3","m",10,"baseline","83-test-trial-event-10","2021-03-25",2070,2021-08-25 20:39:35,8.023,2021-08-25 20:44:47,2021-08-25 20:44:55,311888.000011444,319894.000053406,"dax_noun","left","dax_verb","right","dax"
"215","39913","6136b85c-bc99-48b5-b3c6-d639c167e5a3","m",11,"baseline","91-test-trial-event-11","2021-03-25",2070,2021-08-25 20:39:35,8.025,2021-08-25 20:45:22,2021-08-25 20:45:30,347631.999969482,355642.999887466,"vash_noun","right","vash_verb","left","vash"
"216","39913","6136b85c-bc99-48b5-b3c6-d639c167e5a3","m",12,"baseline","98-test-trial-event-12","2021-03-25",2070,2021-08-25 20:39:35,8.02,2021-08-25 20:45:52,2021-08-25 20:46:00,376854.000091553,384859.999895096,"smick_noun","left","smick_verb","right","smick"
"217","39942","83233d54-50f1-42f9-90d0-9b98e48836a3","m",9,"baseline","76-test-trial-event-9","2021-03-25",1770,2021-08-25 22:20:37,8.013,2021-08-25 22:25:17,2021-08-25 22:25:25,280240.999937057,288243.999958038,"nup_noun","right","nup_verb","left","nup"
"218","39942","83233d54-50f1-42f9-90d0-9b98e48836a3","m",10,"baseline","83-test-trial-event-10","2021-03-25",1770,2021-08-25 22:20:37,8.017,2021-08-25 22:25:47,2021-08-25 22:25:55,310264.999866486,318271.999835968,"vash_noun","right","vash_verb","left","vash"
"219","39942","83233d54-50f1-42f9-90d0-9b98e48836a3","m",11,"baseline","91-test-trial-event-11","2021-03-25",1770,2021-08-25 22:20:37,8.018,2021-08-25 22:26:23,2021-08-25 22:26:31,345833.999872208,353842.000007629,"dax_noun","right","dax_verb","left","dax"
"220","39942","83233d54-50f1-42f9-90d0-9b98e48836a3","m",12,"baseline","98-test-trial-event-12","2021-03-25",1770,2021-08-25 22:20:37,8.018,2021-08-25 22:26:52,2021-08-25 22:27:00,374959.999799728,382970.999956131,"smick_noun","left","smick_verb","right","smick"
"221","40101","052f8aa1-7ba8-4f0e-a436-14dd0414debc","m",9,"noun","76-test-trial-event-9","2021-03-27",2010,2021-08-27 01:12:17,8.02,2021-08-27 01:17:29,2021-08-27 01:17:37,311655.999898911,319657.999992371,"dax_noun","left","dax_verb","right","dax"
"222","40101","052f8aa1-7ba8-4f0e-a436-14dd0414debc","m",10,"noun","83-test-trial-event-10","2021-03-27",2010,2021-08-27 01:12:17,8.018,2021-08-27 01:17:58,2021-08-27 01:18:06,340615.000009537,348618.000030518,"vash_noun","left","vash_verb","right","vash"
"223","40101","052f8aa1-7ba8-4f0e-a436-14dd0414debc","m",11,"noun","91-test-trial-event-11","2021-03-27",2010,2021-08-27 01:12:17,8.019,2021-08-27 01:18:33,2021-08-27 01:18:41,375236.999988556,383238.999843597,"smick_noun","right","smick_verb","left","smick"
"224","40101","052f8aa1-7ba8-4f0e-a436-14dd0414debc","m",12,"noun","98-test-trial-event-12","2021-03-27",2010,2021-08-27 01:12:17,8.017,2021-08-27 01:19:02,2021-08-27 01:19:10,404224.999904633,412225.999832153,"nup_noun","left","nup_verb","right","nup"
"225","40142","acabde2a-6c43-4c2c-99eb-cce2e18e457a","m",9,"verb","76-test-trial-event-9","2021-03-27",2100,2021-08-27 18:23:39,8.01,2021-08-27 18:28:15,2021-08-27 18:28:23,275736.999988556,283737.999916077,"smick_noun","left","smick_verb","right","smick"
"226","40142","acabde2a-6c43-4c2c-99eb-cce2e18e457a","m",10,"verb","83-test-trial-event-10","2021-03-27",2100,2021-08-27 18:23:39,8.011,2021-08-27 18:28:44,2021-08-27 18:28:52,304476.000070572,312477.999925613,"dax_noun","right","dax_verb","left","dax"
"227","40142","acabde2a-6c43-4c2c-99eb-cce2e18e457a","m",11,"verb","91-test-trial-event-11","2021-03-27",2100,2021-08-27 18:23:39,8.01,2021-08-27 18:29:18,2021-08-27 18:29:26,339032.999992371,347033.999919891,"vash_noun","left","vash_verb","right","vash"
"228","40142","acabde2a-6c43-4c2c-99eb-cce2e18e457a","m",12,"verb","98-test-trial-event-12","2021-03-27",2100,2021-08-27 18:23:39,8.014,2021-08-27 18:29:47,2021-08-27 18:29:55,367593.999862671,375595.999956131,"nup_noun","left","nup_verb","right","nup"
"229","40180","b17dcb65-aa28-491b-a300-3821eeac9e02","f",9,"verb","76-test-trial-event-9","2021-03-27",1350,2021-08-27 23:09:02,8.012,2021-08-27 23:13:37,2021-08-27 23:13:45,275440.999984741,283444.000005722,"smick_noun","right","smick_verb","left","smick"
"230","40180","b17dcb65-aa28-491b-a300-3821eeac9e02","f",10,"verb","83-test-trial-event-10","2021-03-27",1350,2021-08-27 23:09:02,8.01,2021-08-27 23:14:06,2021-08-27 23:14:14,304249.000072479,312250.999927521,"dax_noun","right","dax_verb","left","dax"
"231","40180","b17dcb65-aa28-491b-a300-3821eeac9e02","f",11,"verb","91-test-trial-event-11","2021-03-27",1350,2021-08-27 23:09:02,9.12,2021-08-27 23:14:41,2021-08-27 23:14:50,338927.999973297,348033.999919891,"nup_noun","right","nup_verb","left","nup"
"232","40180","b17dcb65-aa28-491b-a300-3821eeac9e02","f",12,"verb","98-test-trial-event-12","2021-03-27",1350,2021-08-27 23:09:02,8.01,2021-08-27 23:15:10,2021-08-27 23:15:18,368661.999940872,376664.000034332,"vash_noun","left","vash_verb","right","vash"
"233","40204","9a76df6a-9a67-4f68-8ae4-726548e391dc","f",9,"baseline","76-test-trial-event-9","2021-03-28",1140,2021-08-28 13:02:51,8.022,2021-08-28 13:07:26,2021-08-28 13:07:34,275461.999893188,283469.000101089,"smick_noun","right","smick_verb","left","smick"
"234","40204","9a76df6a-9a67-4f68-8ae4-726548e391dc","f",10,"baseline","83-test-trial-event-10","2021-03-28",1140,2021-08-28 13:02:51,8.012,2021-08-28 13:07:55,2021-08-28 13:08:03,304213.999986649,312220.999956131,"nup_noun","left","nup_verb","right","nup"
"235","40204","9a76df6a-9a67-4f68-8ae4-726548e391dc","f",11,"baseline","91-test-trial-event-11","2021-03-28",1140,2021-08-28 13:02:51,8.012,2021-08-28 13:08:30,2021-08-28 13:08:38,338717.000007629,346723.999977112,"vash_noun","right","vash_verb","left","vash"
"236","40204","9a76df6a-9a67-4f68-8ae4-726548e391dc","f",12,"baseline","98-test-trial-event-12","2021-03-28",1140,2021-08-28 13:02:51,8.006,2021-08-28 13:08:58,2021-08-28 13:09:06,367411.000013351,375412.999868393,"dax_noun","right","dax_verb","left","dax"
"237","40411","a15eb5e3-c035-41cf-8e1a-e682829fb76d","m",9,"baseline","76-test-trial-event-9","2021-03-29",1380,2021-08-29 21:44:43,8.012,2021-08-29 21:49:19,2021-08-29 21:49:27,276532.00006485,284535.000085831,"nup_noun","left","nup_verb","right","nup"
"238","40411","a15eb5e3-c035-41cf-8e1a-e682829fb76d","m",10,"baseline","83-test-trial-event-10","2021-03-29",1380,2021-08-29 21:44:43,8.013,2021-08-29 21:49:48,2021-08-29 21:49:56,305275.000095367,313276.999950409,"smick_noun","left","smick_verb","right","smick"
"239","40411","a15eb5e3-c035-41cf-8e1a-e682829fb76d","m",11,"baseline","91-test-trial-event-11","2021-03-29",1380,2021-08-29 21:44:43,8.011,2021-08-29 21:50:23,2021-08-29 21:50:31,339921.000003815,347923.000097275,"vash_noun","left","vash_verb","right","vash"
"240","40411","a15eb5e3-c035-41cf-8e1a-e682829fb76d","m",12,"baseline","98-test-trial-event-12","2021-03-29",1380,2021-08-29 21:44:43,8.011,2021-08-29 21:50:51,2021-08-29 21:50:59,368611.000061035,376613.000154495,"dax_noun","left","dax_verb","right","dax"
"241","41065","740fb22c-613d-4786-b046-718e2592631c","f",9,"noun","76-test-trial-event-9","2021-04-01",2130,2021-08-01 20:41:41,8.025,2021-08-01 20:46:21,2021-08-01 20:46:29,280449.000120163,288450.000047684,"smick_noun","right","smick_verb","left","smick"
"242","41065","740fb22c-613d-4786-b046-718e2592631c","f",10,"noun","83-test-trial-event-10","2021-04-01",2130,2021-08-01 20:41:41,8.025,2021-08-01 20:46:51,2021-08-01 20:46:59,309948.000192642,317950.000047684,"nup_noun","left","nup_verb","right","nup"
"243","41065","740fb22c-613d-4786-b046-718e2592631c","f",11,"noun","91-test-trial-event-11","2021-04-01",2130,2021-08-01 20:41:41,8.023,2021-08-01 20:47:26,2021-08-01 20:47:34,345269.000053406,353269.999980927,"vash_noun","left","vash_verb","right","vash"
"244","41065","740fb22c-613d-4786-b046-718e2592631c","f",12,"noun","98-test-trial-event-12","2021-04-01",2130,2021-08-01 20:41:41,8.018,2021-08-01 20:47:56,2021-08-01 20:48:04,374575.000047684,382580.000162125,"dax_noun","left","dax_verb","right","dax"
"245","41239","7d812a6d-2c0d-4f9d-8da7-6e08cb57f593","f",9,"noun","76-test-trial-event-9","2021-04-02",1500,2021-08-02 21:04:09,8.009,2021-08-02 21:08:42,2021-08-02 21:08:50,273761.000156403,281762.000083923,"nup_noun","left","nup_verb","right","nup"
"246","41239","7d812a6d-2c0d-4f9d-8da7-6e08cb57f593","f",10,"noun","83-test-trial-event-10","2021-04-02",1500,2021-08-02 21:04:09,8.01,2021-08-02 21:09:11,2021-08-02 21:09:19,302434.000015259,310437.99996376,"dax_noun","right","dax_verb","left","dax"
"247","41239","7d812a6d-2c0d-4f9d-8da7-6e08cb57f593","f",11,"noun","91-test-trial-event-11","2021-04-02",1500,2021-08-02 21:04:09,8.009,2021-08-02 21:09:46,2021-08-02 21:09:54,336875,344877.00009346,"vash_noun","right","vash_verb","left","vash"
"248","41239","7d812a6d-2c0d-4f9d-8da7-6e08cb57f593","f",12,"noun","98-test-trial-event-12","2021-04-02",1500,2021-08-02 21:04:09,8.008,2021-08-02 21:10:14,2021-08-02 21:10:22,365334.000110626,373335.000038147,"smick_noun","left","smick_verb","right","smick"
"249","41284","ca016e73-8039-442f-956a-845f71e1ed7f","m",9,"noun","76-test-trial-event-9","2021-04-03",1440,2021-08-03 18:53:27,8.01,2021-08-03 18:58:03,2021-08-03 18:58:11,276467.99993515,284469.000101089,"smick_noun","right","smick_verb","left","smick"
"250","41284","ca016e73-8039-442f-956a-845f71e1ed7f","m",10,"noun","83-test-trial-event-10","2021-04-03",1440,2021-08-03 18:53:27,8.008,2021-08-03 18:58:32,2021-08-03 18:58:40,305378.000020981,313378.000020981,"vash_noun","right","vash_verb","left","vash"
"251","41284","ca016e73-8039-442f-956a-845f71e1ed7f","m",11,"noun","91-test-trial-event-11","2021-04-03",1440,2021-08-03 18:53:27,8.007,2021-08-03 18:59:08,2021-08-03 18:59:16,341094.000101089,349094.000101089,"nup_noun","left","nup_verb","right","nup"
"252","41284","ca016e73-8039-442f-956a-845f71e1ed7f","m",12,"noun","98-test-trial-event-12","2021-04-03",1440,2021-08-03 18:53:27,8.009,2021-08-03 18:59:37,2021-08-03 18:59:45,369715.000152588,377716.000080109,"dax_noun","left","dax_verb","right","dax"
"253","41301","418ebfb7-1854-4ac1-b485-fc228b86feb8","m",9,"noun","76-test-trial-event-9","2021-04-03",1860,2021-08-03 21:36:52,8.033,2021-08-03 21:41:30,2021-08-03 21:41:38,278559.000015259,286562.00003624,"vash_noun","left","vash_verb","right","vash"
"254","41301","418ebfb7-1854-4ac1-b485-fc228b86feb8","m",10,"noun","83-test-trial-event-10","2021-04-03",1860,2021-08-03 21:36:52,8.02,2021-08-03 21:41:59,2021-08-03 21:42:07,307642.999887466,315644.999980927,"nup_noun","right","nup_verb","left","nup"
"255","41301","418ebfb7-1854-4ac1-b485-fc228b86feb8","m",11,"noun","91-test-trial-event-11","2021-04-03",1860,2021-08-03 21:36:52,8.012,2021-08-03 21:42:34,2021-08-03 21:42:42,342575.000047684,350575.999975204,"dax_noun","right","dax_verb","left","dax"
"256","41301","418ebfb7-1854-4ac1-b485-fc228b86feb8","m",12,"noun","98-test-trial-event-12","2021-04-03",1860,2021-08-03 21:36:52,8.969,2021-08-03 21:43:03,2021-08-03 21:43:12,371503.999948502,380460.999965668,"smick_noun","left","smick_verb","right","smick"
"257","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",9,"verb","76-test-trial-event-9","2021-04-09",1890,2021-08-09 20:10:19,8.014,2021-08-09 20:14:58,2021-08-09 20:15:06,279032.999992371,287036.000013351,"smick_noun","right","smick_verb","left","smick"
"258","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",10,"verb","83-test-trial-event-10","2021-04-09",1890,2021-08-09 20:10:19,8.012,2021-08-09 20:15:28,2021-08-09 20:15:36,308267.999887466,316269.000053406,"vash_noun","right","vash_verb","left","vash"
"259","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",11,"verb","91-test-trial-event-11","2021-04-09",1890,2021-08-09 20:10:19,8.018,2021-08-09 20:16:02,2021-08-09 20:16:10,343152.99987793,351155.999898911,"nup_noun","right","nup_verb","left","nup"
"260","42281","8b301161-79ce-4a90-867a-6a73fce471e3","m",12,"verb","98-test-trial-event-12","2021-04-09",1890,2021-08-09 20:10:19,8.016,2021-08-09 20:16:32,2021-08-09 20:16:40,372214.999914169,380217.000007629,"dax_noun","right","dax_verb","left","dax"
"261","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",9,"baseline","76-test-trial-event-9","2021-04-10",2070,2021-08-10 11:39:49,8.013,2021-08-10 11:44:25,2021-08-10 11:44:33,275940.999984741,283941.999912262,"nup_noun","right","nup_verb","left","nup"
"262","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",10,"baseline","83-test-trial-event-10","2021-04-10",2070,2021-08-10 11:39:49,8.013,2021-08-10 11:44:54,2021-08-10 11:45:02,304608.999967575,312610.999822617,"smick_noun","left","smick_verb","right","smick"
"263","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",11,"baseline","91-test-trial-event-11","2021-04-10",2070,2021-08-10 11:39:49,8.012,2021-08-10 11:45:28,2021-08-10 11:45:36,339187.99996376,347188.999891281,"vash_noun","right","vash_verb","left","vash"
"264","42333","293ea0cc-a7ac-4a6e-9d0c-01bf38ec7286","m",12,"baseline","98-test-trial-event-12","2021-04-10",2070,2021-08-10 11:39:49,8.013,2021-08-10 11:45:57,2021-08-10 11:46:05,367809.000015259,375809.99994278,"dax_noun","right","dax_verb","left","dax"
"265","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",9,"verb","76-test-trial-event-9","2021-04-10",2130,2021-08-10 12:30:59,8.021,2021-08-10 12:35:41,2021-08-10 12:35:49,281944.000005722,289948.999881744,"smick_noun","right","smick_verb","left","smick"
"266","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",10,"verb","83-test-trial-event-10","2021-04-10",2130,2021-08-10 12:30:59,8.022,2021-08-10 12:36:11,2021-08-10 12:36:19,312111.999988556,320115.999937057,"dax_noun","left","dax_verb","right","dax"
"267","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",11,"verb","91-test-trial-event-11","2021-04-10",2130,2021-08-10 12:30:59,8.014,2021-08-10 12:36:46,2021-08-10 12:36:54,347546.999931335,355549.000024796,"nup_noun","right","nup_verb","left","nup"
"268","42337","5e52145d-968a-42e5-bedd-1de0d511d79c","m",12,"verb","98-test-trial-event-12","2021-04-10",2130,2021-08-10 12:30:59,8.03,2021-08-10 12:37:16,2021-08-10 12:37:24,376832.999944687,384840.99984169,"vash_noun","right","vash_verb","left","vash"
"269","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",9,"verb","76-test-trial-event-9","2021-04-10",1380,2021-08-10 13:08:40,8.021,2021-08-10 13:13:20,2021-08-10 13:13:28,280101.999998093,288106.999874115,"nup_noun","right","nup_verb","left","nup"
"270","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",10,"verb","83-test-trial-event-10","2021-04-10",1380,2021-08-10 13:08:40,8.032,2021-08-10 13:13:49,2021-08-10 13:13:57,309092.000007629,317096.999883652,"dax_noun","left","dax_verb","right","dax"
"271","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",11,"verb","91-test-trial-event-11","2021-04-10",1380,2021-08-10 13:08:40,8.017,2021-08-10 13:14:24,2021-08-10 13:14:32,344151.999950409,352154.99997139,"vash_noun","left","vash_verb","right","vash"
"272","42341","11bcfdae-9b0c-43a9-bd6b-4386d3be45a7","f",12,"verb","98-test-trial-event-12","2021-04-10",1380,2021-08-10 13:08:40,8.015,2021-08-10 13:14:55,2021-08-10 13:15:03,375742.000102997,383746.999979019,"smick_noun","left","smick_verb","right","smick"
"273","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",9,"baseline","76-test-trial-event-9","2021-04-10",1140,2021-08-10 22:51:28,8.026,2021-08-10 22:56:08,2021-08-10 22:56:16,280012.999773026,288018.999814987,"smick_noun","right","smick_verb","left","smick"
"274","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",10,"baseline","83-test-trial-event-10","2021-04-10",1140,2021-08-10 22:51:28,8.029,2021-08-10 22:56:37,2021-08-10 22:56:45,309293.999910355,317301.999807358,"dax_noun","right","dax_verb","left","dax"
"275","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",11,"baseline","91-test-trial-event-11","2021-04-10",1140,2021-08-10 22:51:28,8.02,2021-08-10 22:57:13,2021-08-10 22:57:21,344936.999797821,352938.999891281,"vash_noun","right","vash_verb","left","vash"
"276","42395","b0307bc0-dba6-437b-a99a-4eff9b560dd3","m",12,"baseline","98-test-trial-event-12","2021-04-10",1140,2021-08-10 22:51:28,8.03,2021-08-10 22:57:42,2021-08-10 22:57:50,374360.999822617,382363.999843597,"nup_noun","left","nup_verb","right","nup"
"277","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",9,"verb","76-test-trial-event-9","2021-04-11",1110,2021-08-11 11:58:07,8.028,2021-08-11 12:02:52,2021-08-11 12:03:00,284664.999961853,292668.999910355,"smick_noun","left","smick_verb","right","smick"
"278","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",10,"verb","83-test-trial-event-10","2021-04-11",1110,2021-08-11 11:58:07,8.038,2021-08-11 12:03:21,2021-08-11 12:03:29,314322.000026703,322325.000047684,"dax_noun","left","dax_verb","right","dax"
"279","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",11,"verb","91-test-trial-event-11","2021-04-11",1110,2021-08-11 11:58:07,8.024,2021-08-11 12:03:57,2021-08-11 12:04:05,350154.99997139,358157.999992371,"vash_noun","left","vash_verb","right","vash"
"280","42428","f3f6bf1d-27ac-4ce2-87ba-35967b6a68e3","f",12,"verb","98-test-trial-event-12","2021-04-11",1110,2021-08-11 11:58:07,8.028,2021-08-11 12:04:26,2021-08-11 12:04:34,379539.000034332,387543.999910355,"nup_noun","left","nup_verb","right","nup"
"281","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",9,"baseline","76-test-trial-event-9","2021-04-11",1950,2021-08-11 12:35:58,8.03,2021-08-11 12:40:41,2021-08-11 12:40:49,283358.000040054,291361.000061035,"dax_noun","left","dax_verb","right","dax"
"282","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",10,"baseline","83-test-trial-event-10","2021-04-11",1950,2021-08-11 12:35:58,8.045,2021-08-11 12:41:10,2021-08-11 12:41:18,312807.999849319,320809.99994278,"nup_noun","left","nup_verb","right","nup"
"283","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",11,"baseline","91-test-trial-event-11","2021-04-11",1950,2021-08-11 12:35:58,8.025,2021-08-11 12:41:46,2021-08-11 12:41:54,348563.999891281,356566.999912262,"vash_noun","left","vash_verb","right","vash"
"284","42435","daf56915-5514-4931-ba0b-4a7ecc836cf7","m",12,"baseline","98-test-trial-event-12","2021-04-11",1950,2021-08-11 12:35:58,8.033,2021-08-11 12:42:16,2021-08-11 12:42:24,378103.999853134,386108.999967575,"smick_noun","left","smick_verb","right","smick"
"285","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",9,"verb","76-test-trial-event-9","2021-04-11",1590,2021-08-11 14:11:06,8.004,2021-08-11 14:15:40,2021-08-11 14:15:48,273068.000078201,281069.000005722,"vash_noun","left","vash_verb","right","vash"
"286","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",10,"verb","83-test-trial-event-10","2021-04-11",1590,2021-08-11 14:11:06,8.005,2021-08-11 14:16:08,2021-08-11 14:16:16,301571.000099182,309572.000026703,"nup_noun","right","nup_verb","left","nup"
"287","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",11,"verb","91-test-trial-event-11","2021-04-11",1590,2021-08-11 14:11:06,8.005,2021-08-11 14:16:42,2021-08-11 14:16:50,335882.999897003,343884.000062943,"dax_noun","right","dax_verb","left","dax"
"288","42445","fcbb616e-355f-4b90-978c-a444a2380eed","m",12,"verb","98-test-trial-event-12","2021-04-11",1590,2021-08-11 14:11:06,8.004,2021-08-11 14:17:11,2021-08-11 14:17:19,364298.000097275,372299.000024796,"smick_noun","right","smick_verb","left","smick"
"289","42446","a17864f3-7abb-46ed-8085-cba3148b1c1a","f",9,"verb","76-test-trial-event-9","2021-04-11",1800,2021-08-11 14:52:20,8.019,2021-08-11 14:56:58,2021-08-11 14:57:06,277930.999994278,285931.999921799,"vash_noun","right","vash_verb","left","vash"
"290","42446","a17864f3-7abb-46ed-8085-cba3148b1c1a","f",10,"verb","83-test-trial-event-10","2021-04-11",1800,2021-08-11 14:52:20,8.019,2021-08-11 14:57:27,2021-08-11 14:57:35,307006.000041962,315009.999990463,"nup_noun","right","nup_verb","left","nup"
