"","subid","uuid","gender","trial_no","condition","test_trial","date_completed","age_in_weeks","exp_start","trial_duration","trial_start","trial_end","trial_start_video","trial_end_video","noun_image","noun_image_position","verb_image","verb_image_position","trial_audio"
"95","38979","805b5bc9-003a-49c0-adc3-409379d31b7b","f",11,"noun","91-test-trial-event-11","2021-03-19",1950,2021-08-19 21:10:55,8.011,2021-08-19 21:16:31,2021-08-19 21:16:39,336823.999881744,344825.000047684,"vash_noun","left","vash_verb","right","vash"
"96","38979","805b5bc9-003a-49c0-adc3-409379d31b7b","f",12,"noun","98-test-trial-event-12","2021-03-19",1950,2021-08-19 21:10:55,8.009,2021-08-19 21:17:00,2021-08-19 21:17:08,365524.999856949,373526.000022888,"smick_noun","left","smick_verb","right","smick"
"97","39082","00a962e6-14af-4292-8468-8b180b05dcc1","m",9,"baseline","76-test-trial-event-9","2021-03-20",1710,2021-08-20 16:24:50,8.011,2021-08-20 16:29:27,2021-08-20 16:29:35,276390.000104904,284392.999887466,"vash_noun","left","vash_verb","right","vash"
"98","39082","00a962e6-14af-4292-8468-8b180b05dcc1","m",10,"baseline","83-test-trial-event-10","2021-03-20",1710,2021-08-20 16:24:50,8.017,2021-08-20 16:29:56,2021-08-20 16:30:04,305115.999937057,313124.000072479,"nup_noun","left","nup_verb","right","nup"
"99","39082","00a962e6-14af-4292-8468-8b180b05dcc1","m",11,"baseline","91-test-trial-event-11","2021-03-20",1710,2021-08-20 16:24:50,8.013,2021-08-20 16:30:30,2021-08-20 16:30:38,339734.999895096,347739.000082016,"dax_noun","right","dax_verb","left","dax"
"100","39082","00a962e6-14af-4292-8468-8b180b05dcc1","m",12,"baseline","98-test-trial-event-12","2021-03-20",1710,2021-08-20 16:24:50,8.018,2021-08-20 16:30:59,2021-08-20 16:31:07,368454.999923706,376463.000059128,"smick_noun","right","smick_verb","left","smick"
"101","39086","bbc32941-2830-4ed0-820a-545fdf66cf42","m",9,"baseline","76-test-trial-event-9","2021-03-20",2070,2021-08-20 17:50:39,8.023,2021-08-20 17:55:14,2021-08-20 17:55:22,274786.000013351,282786.000013351,"dax_noun","right","dax_verb","left","dax"
"102","39086","bbc32941-2830-4ed0-820a-545fdf66cf42","m",10,"baseline","83-test-trial-event-10","2021-03-20",2070,2021-08-20 17:50:39,8.016,2021-08-20 17:55:43,2021-08-20 17:55:51,303559.000015259,311559.99994278,"smick_noun","left","smick_verb","right","smick"
"103","39086","bbc32941-2830-4ed0-820a-545fdf66cf42","m",11,"baseline","91-test-trial-event-11","2021-03-20",2070,2021-08-20 17:50:39,8.017,2021-08-20 17:56:17,2021-08-20 17:56:25,338077.999830246,346080.999851227,"vash_noun","left","vash_verb","right","vash"
"104","39086","bbc32941-2830-4ed0-820a-545fdf66cf42","m",12,"baseline","98-test-trial-event-12","2021-03-20",2070,2021-08-20 17:50:39,8.015,2021-08-20 17:56:46,2021-08-20 17:56:54,366661.999940872,374662.999868393,"nup_noun","left","nup_verb","right","nup"
"105","39090","f94af023-1ffd-4398-8bc9-decd401bc3a5","f",9,"verb","76-test-trial-event-9","2021-03-20",1470,2021-08-20 18:42:02,8.021,2021-08-20 18:46:41,2021-08-20 18:46:49,279398.000001907,287401.999950409,"smick_noun","right","smick_verb","left","smick"
"106","39090","f94af023-1ffd-4398-8bc9-decd401bc3a5","f",10,"verb","83-test-trial-event-10","2021-03-20",1470,2021-08-20 18:42:02,8.017,2021-08-20 18:47:11,2021-08-20 18:47:19,308677.999973297,316684.000015259,"dax_noun","left","dax_verb","right","dax"
"107","39090","f94af023-1ffd-4398-8bc9-decd401bc3a5","f",11,"verb","91-test-trial-event-11","2021-03-20",1470,2021-08-20 18:42:02,8.016,2021-08-20 18:47:46,2021-08-20 18:47:54,343677.999973297,351681.999921799,"nup_noun","right","nup_verb","left","nup"
"108","39090","f94af023-1ffd-4398-8bc9-decd401bc3a5","f",12,"verb","98-test-trial-event-12","2021-03-20",1470,2021-08-20 18:42:02,8.022,2021-08-20 18:48:15,2021-08-20 18:48:23,372881.000041962,380884.999990463,"vash_noun","right","vash_verb","left","vash"
"109","39095","158a3b0d-8fc4-4ce8-bc83-e1ef0d6cbc05","m",9,"noun","76-test-trial-event-9","2021-03-20",1290,2021-08-20 19:09:16,8.015,2021-08-20 19:13:51,2021-08-20 19:13:59,275015.999794006,283017.999887466,"nup_noun","right","nup_verb","left","nup"
"110","39095","158a3b0d-8fc4-4ce8-bc83-e1ef0d6cbc05","m",10,"noun","83-test-trial-event-10","2021-03-20",1290,2021-08-20 19:09:16,8.018,2021-08-20 19:14:19,2021-08-20 19:14:27,303687.99996376,311688.999891281,"smick_noun","right","smick_verb","left","smick"
"111","39095","158a3b0d-8fc4-4ce8-bc83-e1ef0d6cbc05","m",11,"noun","91-test-trial-event-11","2021-03-20",1290,2021-08-20 19:09:16,8.027,2021-08-20 19:14:54,2021-08-20 19:15:02,338268.999814987,346270.999908447,"dax_noun","left","dax_verb","right","dax"
"112","39095","158a3b0d-8fc4-4ce8-bc83-e1ef0d6cbc05","m",12,"noun","98-test-trial-event-12","2021-03-20",1290,2021-08-20 19:09:16,8.016,2021-08-20 19:15:22,2021-08-20 19:15:30,366869.999885559,374870.99981308,"vash_noun","right","vash_verb","left","vash"
"113","39105","5d71a24a-3a59-4bfa-b645-7d7325673c78","f",9,"noun","76-test-trial-event-9","2021-03-20",1650,2021-08-20 22:02:41,8.016,2021-08-20 22:07:17,2021-08-20 22:07:25,276048.000097275,284051.000118256,"smick_noun","right","smick_verb","left","smick"
"114","39105","5d71a24a-3a59-4bfa-b645-7d7325673c78","f",10,"noun","83-test-trial-event-10","2021-03-20",1650,2021-08-20 22:02:41,8.017,2021-08-20 22:07:46,2021-08-20 22:07:54,304836.000204086,312843.000173569,"dax_noun","left","dax_verb","right","dax"
"115","39105","5d71a24a-3a59-4bfa-b645-7d7325673c78","f",11,"noun","91-test-trial-event-11","2021-03-20",1650,2021-08-20 22:02:41,8.027,2021-08-20 22:08:21,2021-08-20 22:08:29,339621.000051498,347625,"vash_noun","right","vash_verb","left","vash"
"116","39105","5d71a24a-3a59-4bfa-b645-7d7325673c78","f",12,"noun","98-test-trial-event-12","2021-03-20",1650,2021-08-20 22:02:41,8.015,2021-08-20 22:08:49,2021-08-20 22:08:57,368467.000007629,376469.000101089,"nup_noun","right","nup_verb","left","nup"
"117","39136","fe386940-afbd-411a-a1b0-d7e281990e24","f",9,"verb","76-test-trial-event-9","2021-03-21",1590,2021-08-21 14:12:00,8.01,2021-08-21 14:16:35,2021-08-21 14:16:43,275333.999872208,283335.999965668,"vash_noun","left","vash_verb","right","vash"
"118","39136","fe386940-afbd-411a-a1b0-d7e281990e24","f",10,"verb","83-test-trial-event-10","2021-03-21",1590,2021-08-21 14:12:00,8.013,2021-08-21 14:17:04,2021-08-21 14:17:12,304062.99996376,312066.999912262,"nup_noun","left","nup_verb","right","nup"
"119","39136","fe386940-afbd-411a-a1b0-d7e281990e24","f",11,"verb","91-test-trial-event-11","2021-03-21",1590,2021-08-21 14:12:00,8.009,2021-08-21 14:17:38,2021-08-21 14:17:47,338630.999803543,346632.999897003,"smick_noun","right","smick_verb","left","smick"
"120","39136","fe386940-afbd-411a-a1b0-d7e281990e24","f",12,"verb","98-test-trial-event-12","2021-03-21",1590,2021-08-21 14:12:00,8.016,2021-08-21 14:18:07,2021-08-21 14:18:15,367245.99981308,375247.99990654,"dax_noun","right","dax_verb","left","dax"
"121","39149","06129bbe-b9e2-4392-968d-5eb410f52bcd","m",9,"baseline","76-test-trial-event-9","2021-03-21",1560,2021-08-21 17:54:36,8.007,2021-08-21 17:59:12,2021-08-21 17:59:20,275680.000066757,283680.999994278,"vash_noun","right","vash_verb","left","vash"
"122","39149","06129bbe-b9e2-4392-968d-5eb410f52bcd","m",10,"baseline","83-test-trial-event-10","2021-03-21",1560,2021-08-21 17:54:36,8.006,2021-08-21 17:59:41,2021-08-21 17:59:49,304368.999958038,312370.000123978,"smick_noun","right","smick_verb","left","smick"
"123","39149","06129bbe-b9e2-4392-968d-5eb410f52bcd","m",11,"baseline","91-test-trial-event-11","2021-03-21",1560,2021-08-21 17:54:36,8.009,2021-08-21 18:00:15,2021-08-21 18:00:23,339095.00002861,347098.000049591,"dax_noun","left","dax_verb","right","dax"
"124","39149","06129bbe-b9e2-4392-968d-5eb410f52bcd","m",12,"baseline","98-test-trial-event-12","2021-03-21",1560,2021-08-21 17:54:36,8.007,2021-08-21 18:00:44,2021-08-21 18:00:52,367849.999904633,375849.999904633,"nup_noun","left","nup_verb","right","nup"
"125","39154","328ec393-a86d-4763-9516-492acee436ca","f",9,"noun","76-test-trial-event-9","2021-03-21",1440,2021-08-21 18:38:31,8.014,2021-08-21 18:43:33,2021-08-21 18:43:41,301819.999933243,309822.000026703,"nup_noun","left","nup_verb","right","nup"
"126","39154","328ec393-a86d-4763-9516-492acee436ca","f",10,"noun","83-test-trial-event-10","2021-03-21",1440,2021-08-21 18:38:31,8.016,2021-08-21 18:44:02,2021-08-21 18:44:10,330680.999994278,338682.999849319,"smick_noun","right","smick_verb","left","smick"
"127","39154","328ec393-a86d-4763-9516-492acee436ca","f",11,"noun","91-test-trial-event-11","2021-03-21",1440,2021-08-21 18:38:31,8.033,2021-08-21 18:44:37,2021-08-21 18:44:45,366003.999948502,374004.999876022,"vash_noun","right","vash_verb","left","vash"
"128","39154","328ec393-a86d-4763-9516-492acee436ca","f",12,"noun","98-test-trial-event-12","2021-03-21",1440,2021-08-21 18:38:31,8.029,2021-08-21 18:45:06,2021-08-21 18:45:14,394807.999849319,402809.000015259,"dax_noun","left","dax_verb","right","dax"
"129","39176","68a2f903-f6d3-4b66-9032-bb15341fb9b6","m",9,"noun","76-test-trial-event-9","2021-03-21",1800,2021-08-21 20:31:51,8.018,2021-08-21 20:36:32,2021-08-21 20:36:40,280522.000074387,288523.999929428,"dax_noun","right","dax_verb","left","dax"
"130","39176","68a2f903-f6d3-4b66-9032-bb15341fb9b6","m",10,"noun","83-test-trial-event-10","2021-03-21",1800,2021-08-21 20:31:51,8.022,2021-08-21 20:37:01,2021-08-21 20:37:09,309760.999917984,317763.999938965,"nup_noun","left","nup_verb","right","nup"
"131","39176","68a2f903-f6d3-4b66-9032-bb15341fb9b6","m",11,"noun","91-test-trial-event-11","2021-03-21",1800,2021-08-21 20:31:51,8.025,2021-08-21 20:37:36,2021-08-21 20:37:44,344697.000026703,352701.999902725,"vash_noun","left","vash_verb","right","vash"
"132","39176","68a2f903-f6d3-4b66-9032-bb15341fb9b6","m",12,"noun","98-test-trial-event-12","2021-03-21",1800,2021-08-21 20:31:51,8.027,2021-08-21 20:38:05,2021-08-21 20:38:13,373740.999937057,381746.000051498,"smick_noun","left","smick_verb","right","smick"
"133","39227","989c34d8-6b9f-4317-b7ca-304d5b51ab93","f",9,"baseline","76-test-trial-event-9","2021-03-22",1320,2021-08-22 12:57:43,8.026,2021-08-22 13:02:26,2021-08-22 13:02:34,283369.999885559,291375,"vash_noun","right","vash_verb","left","vash"
"134","39227","989c34d8-6b9f-4317-b7ca-304d5b51ab93","f",10,"baseline","83-test-trial-event-10","2021-03-22",1320,2021-08-22 12:57:43,8.026,2021-08-22 13:02:55,2021-08-22 13:03:03,312407.999992371,320411.000013351,"smick_noun","left","smick_verb","right","smick"
"135","39227","989c34d8-6b9f-4317-b7ca-304d5b51ab93","f",11,"baseline","91-test-trial-event-11","2021-03-22",1320,2021-08-22 12:57:43,8.023,2021-08-22 13:03:31,2021-08-22 13:03:39,348257.999897003,356259.999990463,"nup_noun","right","nup_verb","left","nup"
"136","39227","989c34d8-6b9f-4317-b7ca-304d5b51ab93","f",12,"baseline","98-test-trial-event-12","2021-03-22",1320,2021-08-22 12:57:43,8.025,2021-08-22 13:04:00,2021-08-22 13:04:08,377645.999908447,385650.000095367,"dax_noun","right","dax_verb","left","dax"
"137","39228","8e33183e-b6ea-4fe0-baac-a88970be008a","f",9,"noun","76-test-trial-event-9","2021-03-22",1710,2021-08-22 13:09:11,8.037,2021-08-22 13:13:52,2021-08-22 13:14:00,281134.999990463,289141.000032425,"smick_noun","right","smick_verb","left","smick"
"138","39228","8e33183e-b6ea-4fe0-baac-a88970be008a","f",10,"noun","83-test-trial-event-10","2021-03-22",1710,2021-08-22 13:09:11,8.036,2021-08-22 13:14:22,2021-08-22 13:14:30,310924.000024796,318930.000066757,"vash_noun","right","vash_verb","left","vash"
"139","39228","8e33183e-b6ea-4fe0-baac-a88970be008a","f",11,"noun","91-test-trial-event-11","2021-03-22",1710,2021-08-22 13:09:11,8.028,2021-08-22 13:14:58,2021-08-22 13:15:06,346558.000087738,354563.999891281,"nup_noun","right","nup_verb","left","nup"
"140","39228","8e33183e-b6ea-4fe0-baac-a88970be008a","f",12,"noun","98-test-trial-event-12","2021-03-22",1710,2021-08-22 13:09:11,8.031,2021-08-22 13:15:27,2021-08-22 13:15:35,376013.000011444,384019.000053406,"dax_noun","right","dax_verb","left","dax"
"141","39229","dfd0be12-9d61-455d-837a-599d9415120a","m",9,"noun","76-test-trial-event-9","2021-03-22",1830,2021-08-22 13:45:21,8.007,2021-08-22 13:49:56,2021-08-22 13:50:04,274943.000078201,282943.000078201,"smick_noun","left","smick_verb","right","smick"
"142","39229","dfd0be12-9d61-455d-837a-599d9415120a","m",10,"noun","83-test-trial-event-10","2021-03-22",1830,2021-08-22 13:45:21,8.009,2021-08-22 13:50:25,2021-08-22 13:50:33,303644.000053406,311647.000074387,"dax_noun","left","dax_verb","right","dax"
"143","39229","dfd0be12-9d61-455d-837a-599d9415120a","m",11,"noun","91-test-trial-event-11","2021-03-22",1830,2021-08-22 13:45:21,8.009,2021-08-22 13:51:00,2021-08-22 13:51:08,338186.000108719,346187.99996376,"vash_noun","right","vash_verb","left","vash"
"144","39229","dfd0be12-9d61-455d-837a-599d9415120a","m",12,"noun","98-test-trial-event-12","2021-03-22",1830,2021-08-22 13:45:21,8.011,2021-08-22 13:51:28,2021-08-22 13:51:36,366690.00005722,374694.000005722,"nup_noun","right","nup_verb","left","nup"
"145","39234","60e1052e-b512-4cec-b010-e57b4de1173d","f",9,"verb","76-test-trial-event-9","2021-03-22",1980,2021-08-22 14:34:34,8.014,2021-08-22 14:39:18,2021-08-22 14:39:26,283450.000047684,291453.999996185,"smick_noun","left","smick_verb","right","smick"
"146","39234","60e1052e-b512-4cec-b010-e57b4de1173d","f",10,"verb","83-test-trial-event-10","2021-03-22",1980,2021-08-22 14:34:34,8.012,2021-08-22 14:39:47,2021-08-22 14:39:55,313123.000144958,321125,"nup_noun","left","nup_verb","right","nup"
"147","39234","60e1052e-b512-4cec-b010-e57b4de1173d","f",11,"verb","91-test-trial-event-11","2021-03-22",1980,2021-08-22 14:34:34,8.018,2021-08-22 14:40:23,2021-08-22 14:40:31,348964.999914169,356967.99993515,"dax_noun","left","dax_verb","right","dax"
"148","39234","60e1052e-b512-4cec-b010-e57b4de1173d","f",12,"verb","98-test-trial-event-12","2021-03-22",1980,2021-08-22 14:34:34,8.018,2021-08-22 14:40:52,2021-08-22 14:41:00,378227.999925613,386233.000040054,"vash_noun","right","vash_verb","left","vash"
"149","39236","e4024557-24d0-4163-9ee3-b35d0865b884","m",9,"verb","76-test-trial-event-9","2021-03-22",1110,2021-08-22 14:59:40,8.006,2021-08-22 15:04:14,2021-08-22 15:04:22,274333.999872208,282334.999799728,"nup_noun","right","nup_verb","left","nup"
"150","39236","e4024557-24d0-4163-9ee3-b35d0865b884","m",10,"verb","83-test-trial-event-10","2021-03-22",1110,2021-08-22 14:59:40,8.006,2021-08-22 15:04:43,2021-08-22 15:04:51,302889.999866486,310890.999794006,"dax_noun","right","dax_verb","left","dax"
"151","39236","e4024557-24d0-4163-9ee3-b35d0865b884","m",11,"verb","91-test-trial-event-11","2021-03-22",1110,2021-08-22 14:59:40,8.009,2021-08-22 15:05:17,2021-08-22 15:05:25,337229.999780655,345232.999801636,"smick_noun","left","smick_verb","right","smick"
"152","39236","e4024557-24d0-4163-9ee3-b35d0865b884","m",12,"verb","98-test-trial-event-12","2021-03-22",1110,2021-08-22 14:59:40,8.013,2021-08-22 15:05:46,2021-08-22 15:05:54,365660.999774933,373661.999940872,"vash_noun","right","vash_verb","left","vash"
"153","39239","e9ddffca-ee19-4a55-968c-6077570bf4a8","f",9,"noun","76-test-trial-event-9","2021-03-22",1830,2021-08-22 16:08:09,8.022,2021-08-22 16:13:26,2021-08-22 16:13:34,316823.999881744,324836.999893188,"smick_noun","right","smick_verb","left","smick"
"154","39239","e9ddffca-ee19-4a55-968c-6077570bf4a8","f",10,"noun","83-test-trial-event-10","2021-03-22",1830,2021-08-22 16:08:09,8.021,2021-08-22 16:13:58,2021-08-22 16:14:06,348481.999874115,356490.999937057,"vash_noun","right","vash_verb","left","vash"
"155","39239","e9ddffca-ee19-4a55-968c-6077570bf4a8","f",11,"noun","91-test-trial-event-11","2021-03-22",1830,2021-08-22 16:08:09,8.019,2021-08-22 16:14:36,2021-08-22 16:14:44,386379.999876022,394388.000011444,"nup_noun","left","nup_verb","right","nup"
"156","39239","e9ddffca-ee19-4a55-968c-6077570bf4a8","f",12,"noun","98-test-trial-event-12","2021-03-22",1830,2021-08-22 16:08:09,8.016,2021-08-22 16:15:06,2021-08-22 16:15:14,416913.999795914,424918.999910355,"dax_noun","right","dax_verb","left","dax"
"157","39240","ba8dc61d-c10b-44d3-8a6d-f1ad9a3e28f6","f",9,"verb","76-test-trial-event-9","2021-03-22",1260,2021-08-22 16:35:42,8.022,2021-08-22 16:42:22,2021-08-22 16:42:30,399966.000080109,407977.999925613,"nup_noun","left","nup_verb","right","nup"
"158","39240","ba8dc61d-c10b-44d3-8a6d-f1ad9a3e28f6","f",10,"verb","83-test-trial-event-10","2021-03-22",1260,2021-08-22 16:35:42,8.018,2021-08-22 16:42:54,2021-08-22 16:43:02,431897.000074387,439904.000043869,"vash_noun","left","vash_verb","right","vash"
"159","39240","ba8dc61d-c10b-44d3-8a6d-f1ad9a3e28f6","f",11,"verb","91-test-trial-event-11","2021-03-22",1260,2021-08-22 16:35:42,8.024,2021-08-22 16:43:30,2021-08-22 16:43:38,468010.999917984,476023.000001907,"dax_noun","left","dax_verb","right","dax"
"160","39240","ba8dc61d-c10b-44d3-8a6d-f1ad9a3e28f6","f",12,"verb","98-test-trial-event-12","2021-03-22",1260,2021-08-22 16:35:42,8.015,2021-08-22 16:44:00,2021-08-22 16:44:08,498427.999973297,506433.000087738,"smick_noun","right","smick_verb","left","smick"
"161","39253","2cbfa4b5-a5bd-45ba-ba93-93e9e574d3cc","f",9,"baseline","76-test-trial-event-9","2021-03-22",1140,2021-08-22 16:56:59,8.008,2021-08-22 17:01:37,2021-08-22 17:01:45,278529.99997139,286531.999826431,"nup_noun","right","nup_verb","left","nup"
"162","39253","2cbfa4b5-a5bd-45ba-ba93-93e9e574d3cc","f",10,"baseline","83-test-trial-event-10","2021-03-22",1140,2021-08-22 16:56:59,8.009,2021-08-22 17:02:06,2021-08-22 17:02:14,307406.999826431,315408.999919891,"dax_noun","right","dax_verb","left","dax"
"163","39253","2cbfa4b5-a5bd-45ba-ba93-93e9e574d3cc","f",11,"baseline","91-test-trial-event-11","2021-03-22",1140,2021-08-22 16:56:59,8.009,2021-08-22 17:02:41,2021-08-22 17:02:49,342405.999898911,350407.999992371,"vash_noun","right","vash_verb","left","vash"
"164","39253","2cbfa4b5-a5bd-45ba-ba93-93e9e574d3cc","f",12,"baseline","98-test-trial-event-12","2021-03-22",1140,2021-08-22 16:56:59,8.01,2021-08-22 17:03:10,2021-08-22 17:03:18,371355.999946594,379358.000040054,"smick_noun","left","smick_verb","right","smick"
"165","39257","fb34065a-6a4a-4bb3-998d-c58c81249095","f",9,"baseline","76-test-trial-event-9","2021-03-22",1620,2021-08-22 17:10:01,8.009,2021-08-22 17:14:43,2021-08-22 17:14:51,281226.000070572,289226.999998093,"dax_noun","right","dax_verb","left","dax"
"166","39257","fb34065a-6a4a-4bb3-998d-c58c81249095","f",10,"baseline","83-test-trial-event-10","2021-03-22",1620,2021-08-22 17:10:01,8.014,2021-08-22 17:15:12,2021-08-22 17:15:20,310365.999937057,318368.000030518,"smick_noun","right","smick_verb","left","smick"
"167","39257","fb34065a-6a4a-4bb3-998d-c58c81249095","f",11,"baseline","91-test-trial-event-11","2021-03-22",1620,2021-08-22 17:10:01,8.013,2021-08-22 17:15:47,2021-08-22 17:15:55,345618.000030518,353618.999958038,"nup_noun","left","nup_verb","right","nup"
"168","39257","fb34065a-6a4a-4bb3-998d-c58c81249095","f",12,"baseline","98-test-trial-event-12","2021-03-22",1620,2021-08-22 17:10:01,8.011,2021-08-22 17:16:18,2021-08-22 17:16:26,376820.999860764,384822.000026703,"vash_noun","left","vash_verb","right","vash"
"169","39263","56b6af12-bfc2-4f1f-a7ed-fa7e8e67615b","f",9,"verb","76-test-trial-event-9","2021-03-22",1320,2021-08-22 17:33:39,8.031,2021-08-22 17:38:30,2021-08-22 17:38:38,290775.000095367,298779.000043869,"smick_noun","right","smick_verb","left","smick"
"170","39263","56b6af12-bfc2-4f1f-a7ed-fa7e8e67615b","f",10,"verb","83-test-trial-event-10","2021-03-22",1320,2021-08-22 17:33:39,8.056,2021-08-22 17:39:00,2021-08-22 17:39:08,320949.000120163,328953.000068665,"vash_noun","right","vash_verb","left","vash"
"171","39263","56b6af12-bfc2-4f1f-a7ed-fa7e8e67615b","f",11,"verb","91-test-trial-event-11","2021-03-22",1320,2021-08-22 17:33:39,8.04,2021-08-22 17:39:36,2021-08-22 17:39:44,357510.999917984,365513.000011444,"nup_noun","left","nup_verb","right","nup"
"172","39263","56b6af12-bfc2-4f1f-a7ed-fa7e8e67615b","f",12,"verb","98-test-trial-event-12","2021-03-22",1320,2021-08-22 17:33:39,8.051,2021-08-22 17:40:06,2021-08-22 17:40:14,387365.000009537,395371.999979019,"dax_noun","right","dax_verb","left","dax"
"173","39293","0389b91c-d3a5-4bac-aa4a-e75a0b091b5b","f",9,"noun","76-test-trial-event-9","2021-03-22",1560,2021-08-22 21:14:50,8.019,2021-08-22 21:19:29,2021-08-22 21:19:37,279020.999908447,287025.000095367,"vash_noun","left","vash_verb","right","vash"
"174","39293","0389b91c-d3a5-4bac-aa4a-e75a0b091b5b","f",10,"noun","83-test-trial-event-10","2021-03-22",1560,2021-08-22 21:14:50,8.013,2021-08-22 21:19:58,2021-08-22 21:20:06,308259.999990463,316265.000104904,"smick_noun","right","smick_verb","left","smick"
"175","39293","0389b91c-d3a5-4bac-aa4a-e75a0b091b5b","f",11,"noun","91-test-trial-event-11","2021-03-22",1560,2021-08-22 21:14:50,8.023,2021-08-22 21:20:33,2021-08-22 21:20:41,343186.000108719,351197.999954224,"dax_noun","left","dax_verb","right","dax"
"176","39293","0389b91c-d3a5-4bac-aa4a-e75a0b091b5b","f",12,"noun","98-test-trial-event-12","2021-03-22",1560,2021-08-22 21:14:50,8.014,2021-08-22 21:21:09,2021-08-22 21:21:17,379143.000125885,387148.000001907,"nup_noun","left","nup_verb","right","nup"
"177","39317","b0a93f29-0ead-45c9-8237-c86c81ba8104","f",9,"baseline","76-test-trial-event-9","2021-03-22",1950,2021-08-22 22:47:59,8.009,2021-08-22 22:52:36,2021-08-22 22:52:44,277215.000152588,285217.000007629,"dax_noun","right","dax_verb","left","dax"
"178","39317","b0a93f29-0ead-45c9-8237-c86c81ba8104","f",10,"baseline","83-test-trial-event-10","2021-03-22",1950,2021-08-22 22:47:59,8.008,2021-08-22 22:53:05,2021-08-22 22:53:13,306190.999984741,314192.000150681,"smick_noun","right","smick_verb","left","smick"
"179","39317","b0a93f29-0ead-45c9-8237-c86c81ba8104","f",11,"baseline","91-test-trial-event-11","2021-03-22",1950,2021-08-22 22:47:59,8.01,2021-08-22 22:53:40,2021-08-22 22:53:48,341357.000112534,349359.000205994,"nup_noun","right","nup_verb","left","nup"
"180","39317","b0a93f29-0ead-45c9-8237-c86c81ba8104","f",12,"baseline","98-test-trial-event-12","2021-03-22",1950,2021-08-22 22:47:59,8.01,2021-08-22 22:54:09,2021-08-22 22:54:17,370147.000074387,378149.000167847,"vash_noun","left","vash_verb","right","vash"
"181","39321","3bba51c1-e4b5-40db-a294-7c0e19e00bdd","f",9,"noun","76-test-trial-event-9","2021-03-22",1110,2021-08-22 23:06:46,8.012,2021-08-22 23:11:22,2021-08-22 23:11:30,276342.000007629,284342.99993515,"smick_noun","right","smick_verb","left","smick"
"182","39321","3bba51c1-e4b5-40db-a294-7c0e19e00bdd","f",10,"noun","83-test-trial-event-10","2021-03-22",1110,2021-08-22 23:06:46,8.013,2021-08-22 23:11:51,2021-08-22 23:11:59,305047.999858856,313049.000024796,"nup_noun","left","nup_verb","right","nup"
"183","39321","3bba51c1-e4b5-40db-a294-7c0e19e00bdd","f",11,"noun","91-test-trial-event-11","2021-03-22",1110,2021-08-22 23:06:46,8.01,2021-08-22 23:12:26,2021-08-22 23:12:34,339628.999948502,347629.999876022,"dax_noun","right","dax_verb","left","dax"
"184","39321","3bba51c1-e4b5-40db-a294-7c0e19e00bdd","f",12,"noun","98-test-trial-event-12","2021-03-22",1110,2021-08-22 23:06:46,8.019,2021-08-22 23:12:54,2021-08-22 23:13:02,368432.999849319,376434.000015259,"vash_noun","right","vash_verb","left","vash"
"185","39324","3ab8bace-fcc7-4bbe-8e73-744e68fd3481","m",9,"baseline","76-test-trial-event-9","2021-03-22",1500,2021-08-22 23:17:11,8.013,2021-08-22 23:21:49,2021-08-22 23:21:57,278205.999851227,286206.999778748,"nup_noun","right","nup_verb","left","nup"
"186","39324","3ab8bace-fcc7-4bbe-8e73-744e68fd3481","m",10,"baseline","83-test-trial-event-10","2021-03-22",1500,2021-08-22 23:17:11,8.013,2021-08-22 23:22:19,2021-08-22 23:22:27,307348.999977112,315349.999904633,"dax_noun","left","dax_verb","right","dax"
"187","39324","3ab8bace-fcc7-4bbe-8e73-744e68fd3481","m",11,"baseline","91-test-trial-event-11","2021-03-22",1500,2021-08-22 23:17:11,8.014,2021-08-22 23:22:54,2021-08-22 23:23:02,342538.999795914,350540.999889374,"vash_noun","left","vash_verb","right","vash"
"188","39324","3ab8bace-fcc7-4bbe-8e73-744e68fd3481","m",12,"baseline","98-test-trial-event-12","2021-03-22",1500,2021-08-22 23:17:11,8.017,2021-08-22 23:23:23,2021-08-22 23:23:31,371422.999858856,379425.999879837,"smick_noun","right","smick_verb","left","smick"
"189","39334","c4f900b2-7cdf-4dd7-8f68-1b076e83893c","f",9,"noun","76-test-trial-event-9","2021-03-22",2160,2021-08-22 23:51:59,8.011,2021-08-22 23:56:35,2021-08-22 23:56:43,276657.00006485,284659.00015831,"dax_noun","left","dax_verb","right","dax"
"190","39334","c4f900b2-7cdf-4dd7-8f68-1b076e83893c","f",10,"noun","83-test-trial-event-10","2021-03-22",2160,2021-08-22 23:51:59,8.011,2021-08-22 23:57:04,2021-08-22 23:57:12,305639.000177383,313640.000104904,"vash_noun","left","vash_verb","right","vash"
"191","39334","c4f900b2-7cdf-4dd7-8f68-1b076e83893c","f",11,"noun","91-test-trial-event-11","2021-03-22",2160,2021-08-22 23:51:59,8.009,2021-08-22 23:57:39,2021-08-22 23:57:47,340732.000112534,348735.000133514,"smick_noun","right","smick_verb","left","smick"
"192","39334","c4f900b2-7cdf-4dd7-8f68-1b076e83893c","f",12,"noun","98-test-trial-event-12","2021-03-22",2160,2021-08-22 23:51:59,8.011,2021-08-22 23:58:08,2021-08-22 23:58:16,369424.000024796,377425.000190735,"nup_noun","left","nup_verb","right","nup"
