look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,256949,259788,"c",
1,259789,264971,"l",
2,264972,270367,"r",
3,270368,272000,"l",
4,272001,273207,"r",
5,273208,274130,"l",
6,274131,275621,"r",
7,275622,276118,"l",
8,276119,278603,"r",
9,278604,280307,"l",
10,280308,281372,"r",
11,281373,281940,"l",
12,281941,282792,"r",
13,282793,284141,"l",
14,284142,284638,"a",
15,284639,284922,"l",
16,284923,286271,"r",
17,286272,288614,"c",
18,288615,290460,"l",
19,290461,291312,"r",
20,291313,291667,"l",
21,291668,293371,"r",
22,293372,293797,"l",
23,293798,299264,"r",
24,299265,299832,"c",
25,299833,301110,"l",
26,301111,302885,"r",
27,302886,304518,"l",
28,304519,306080,"r",
29,306081,307358,"c",
30,307359,308707,"l",
31,308708,310056,"r",
32,310057,311831,"l",
33,311832,312328,"r",
34,312329,314884,"l",
35,314885,315381,"r",
36,315382,0,"c",
37,316518,316943,"r",
38,316944,323546,"l",
39,323547,328800,"r",
40,328801,332066,"l",
41,332067,332279,"r",
42,332280,334125,"l",
43,334126,336610,"r",
44,336611,338598,"l",
45,338599,339379,"r",
46,339380,340941,"l",
47,340942,342716,"r",
48,342717,343355,"l",
49,343356,345414,"r",
50,345415,345769,"l",
51,345770,346692,"r",
52,346693,350029,"l",
53,350030,350384,"r",
54,350385,352514,"l",
55,352515,352940,"r",
56,352941,356419,"l",
57,356420,356845,"r",
58,356846,357342,"l",
59,357343,357555,"r",
60,357556,357981,"l",
61,357982,364371,"r",
62,364372,366643,"l",
63,366644,369909,"r",
64,369910,370406,"l",
65,370407,371471,"r",
66,371472,372536,"l",
67,372537,374524,"r",
68,374525,375660,"l",
69,375661,377364,"r",
70,377365,378642,"l",
71,378643,378800,"r",
72,378801,0,"c",
