look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,251051,254747,"r",
1,254748,255528,"c",
2,255529,258013,"c",
3,258014,262557,"r",
4,262558,263267,"a",
5,263268,267243,"l",
6,267244,267882,"r",
7,267883,270651,"l",
8,270652,273917,"r",
9,273918,277183,"l",
10,277184,278674,"r",
11,278675,279384,"l",
12,279385,280591,"r",
13,280592,281798,"l",
14,281799,284070,"r",
15,284071,284425,"l",
16,284426,287762,"r",
17,287763,288614,"l",
18,288615,291525,"r",
19,291526,298554,"l",
20,298555,300116,"r",
21,300117,300329,"l",
22,300330,304731,"a",
23,304732,305867,"r",
24,305868,306435,"a",
25,306436,307216,"r",
26,307217,308494,"a",
27,308495,310269,"r",
28,310270,311334,"l",
29,311335,312186,"r",
30,312187,312399,"l",
31,312400,313038,"a",
32,313039,317298,"c",
33,317299,318576,"a",
34,318577,320990,"l",
35,320991,323262,"r",
36,323263,324043,"l",
37,324044,324185,"a",
38,324186,326102,"r",
39,326103,330220,"l",
40,330221,330575,"a",
41,330576,330930,"l",
42,330931,332634,"a",
43,332635,333273,"l",
44,333274,334622,"r",
45,334623,335190,"l",
46,335191,335829,"r",
47,335830,338456,"l",
48,338457,338740,"r",
49,338741,339379,"c",
50,339380,340160,"r",
51,340161,341935,"l",
52,341936,342716,"a",
53,342717,346692,"r",
54,346693,348183,"a",
55,348184,348538,"c",
56,348539,349958,"a",
57,349959,354786,"l",
58,354787,362312,"r",
59,362313,363093,"l",
60,363094,367211,"r",
61,367212,367992,"l",
62,367993,368773,"r",
63,368774,369270,"l",
64,369271,371400,"r",
65,371401,372749,"l",
66,372750,373388,"r",
67,373389,374098,"l",
68,374099,375680,"r",
69,375681,0,"c",
