look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,255714,257277,"a",
1,257278,259793,"c",
2,259794,260303,"r",
3,260304,265403,"l",
4,265404,268701,"r",
5,268702,268939,"c",
6,268940,270299,"r",
7,270300,270673,"c",
8,270674,271115,"c",
9,271116,272781,"l",
10,272782,274855,"r",
11,274856,277745,"c",
12,277746,278153,"r",
13,278154,283049,"l",
14,283050,284477,"r",
15,284478,285055,"l",
16,285056,285769,"l",
17,285770,286245,"c",
18,286246,289305,"l",
19,289306,293623,"r",
20,293624,294677,"c",
21,294678,298485,"l",
22,298486,299641,"c",
23,299642,300627,"c",
24,300628,301205,"l",
25,301206,303245,"r",
26,303246,304299,"l",
27,304300,307461,"r",
28,307462,307801,"c",
29,307802,308413,"l",
30,308414,311031,"r",
31,311032,311847,"l",
32,311848,312323,"r",
33,312324,313751,"l",
34,313752,315927,"r",
35,315928,316879,"c",
36,316880,317219,"l",
37,317220,318069,"r",
38,318070,318613,"c",
39,318614,323951,"r",
40,323952,329187,"l",
41,329188,331941,"r",
42,331942,334321,"l",
43,334322,334865,"r",
44,334866,335103,"c",
45,335104,336531,"l",
46,336532,338197,"r",
47,338198,338605,"l",
48,338606,338945,"r",
49,338946,340135,"l",
50,340136,340169,"c",
51,340170,341631,"r",
52,341632,347989,"l",
53,347990,349281,"r",
54,349282,350709,"l",
55,350710,351355,"r",
56,351356,354109,"l",
57,354110,356387,"l",
58,356388,358087,"l",
59,358088,359753,"r",
60,359754,360603,"r",
61,360604,361249,"l",
62,361250,362235,"c",
63,362236,362473,"a",
64,362474,362711,"c",
65,362712,365329,"a",
66,365330,366825,"l",
67,366826,367675,"c",
68,367676,368287,"r",
69,368288,368695,"l",
70,368696,369885,"l",
71,369886,370463,"r",
72,370464,371551,"l",
73,371552,371551,"c",
74,371586,373489,"l",
75,373490,374033,"r",
76,374034,0,"l",
