look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,254397,254627,"a",
1,254628,257201,"c",
2,257202,261491,"l",
3,261492,262382,"a",
4,262383,262580,"c",
5,262581,268256,"r",
6,268257,269147,"l",
7,269148,273107,"r",
8,273108,274559,"l",
9,274560,276044,"r",
10,276045,278222,"l",
11,278223,279773,"r",
12,279774,283601,"l",
13,283602,285779,"r",
14,285780,288254,"l",
15,288255,288683,"a",
16,288684,290993,"l",
17,290994,296537,"r",
18,296538,297659,"l",
19,297660,299111,"r",
20,299112,300233,"a",
21,300234,301454,"l",
22,301455,302345,"r",
23,302346,304457,"a",
24,304458,304589,"c",
25,304590,305579,"l",
26,305580,306932,"r",
27,306933,307955,"l",
28,307956,309341,"r",
29,309342,310034,"l",
30,310035,313697,"a",
31,313698,314159,"c",
32,314160,315050,"r",
33,315051,317327,"c",
34,317328,318317,"a",
35,318318,320297,"c",
36,320298,322574,"r",
37,322575,323102,"l",
38,323103,325577,"r",
39,325578,0,"l",
40,335412,337754,"a",
41,337755,346928,"l",
42,346929,348479,"c",
43,348480,348974,"r",
44,348975,352835,"l",
45,352836,353198,"r",
46,353199,354155,"l",
47,354156,357224,"r",
48,357225,358610,"l",
49,358611,359072,"a",
50,359073,359435,"l",
51,359436,359831,"c",
52,359832,360821,"r",
53,360822,362570,"l",
54,362571,362966,"a",
55,362967,370886,"l",
56,370887,372140,"a",
57,372141,373460,"r",
58,373461,0,"a",
