look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,255596,257465,"c",
1,257466,257894,"l",
2,257895,260171,"c",
3,260172,260369,"r",
4,260370,262613,"r",
5,262614,267860,"l",
6,267861,275054,"r",
7,275055,277529,"l",
8,277530,282083,"r",
9,282084,282545,"l",
10,282546,285449,"r",
11,285450,290135,"l",
12,290136,292379,"r",
13,292380,297626,"l",
14,297627,303566,"r",
15,303567,304391,"l",
16,304392,305645,"r",
17,305646,305843,"l",
18,305844,307262,"r",
19,307263,308285,"l",
20,308286,312245,"r",
21,312246,312608,"l",
22,312609,313598,"r",
23,313599,315182,"l",
24,315183,315644,"r",
25,315645,319538,"l",
26,319539,321650,"r",
27,321651,0,"l",
28,324324,325049,"r",
29,325050,328184,"l",
30,328185,333398,"l",
31,333399,340163,"r",
32,340164,344453,"l",
33,344454,344849,"r",
34,344850,345344,"l",
35,345345,345740,"r",
36,345741,347027,"l",
37,347028,347522,"r",
38,347523,347984,"l",
39,347985,349172,"r",
40,349173,350393,"l",
41,350394,351845,"r",
42,351846,355475,"l",
43,355476,356069,"c",
44,356070,357224,"a",
45,357225,357620,"r",
46,357621,362900,"l",
47,362901,368708,"r",
48,368709,369632,"l",
49,369633,371777,"r",
50,371778,372800,"l",
51,372801,374681,"r",
52,374682,377354,"l",
53,377355,377915,"r",
54,377916,381248,"l",
55,381249,382073,"r",
56,382074,382832,"l",
57,382833,384334,"r",
58,384335,0,"a",
