look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,252405,256096,"c",
1,256097,257090,"r",
2,257091,258013,"a",
3,258014,262770,"l",
4,262771,265255,"r",
5,265256,265823,"a",
6,265824,268521,"r",
7,268522,272426,"a",
8,272427,273988,"l",
9,273989,274627,"a",
10,274628,275266,"c",
11,275267,276686,"l",
12,276687,279668,"a",
13,279669,281372,"l",
14,281373,282224,"a",
15,282225,283218,"r",
16,283219,284212,"l",
17,284213,286626,"c",
18,286627,287833,"l",
19,287834,298341,"a",
20,298342,299051,"l",
21,299052,299477,"r",
22,299478,300471,"a",
23,300472,301181,"l",
24,301182,301962,"r",
25,301963,303453,"a",
26,303454,305015,"a",
27,305016,305725,"c",
28,305726,306009,"l",
29,306010,307358,"a",
30,307359,309062,"r",
31,309063,309701,"l",
32,309702,310624,"a",
33,310625,312612,"r",
34,312613,314174,"l",
35,314175,318718,"r",
36,318719,318931,"a",
37,318932,320990,"r",
38,320991,326173,"l",
39,326174,328658,"r",
40,328659,329297,"a",
41,329298,330504,"r",
42,330505,331711,"a",
43,331712,332421,"r",
44,332422,333273,"l",
45,333274,337107,"r",
46,337108,338172,"l",
47,338173,338740,"r",
48,338741,341225,"c",
49,341226,343426,"l",
50,343427,344207,"a",
51,344208,345272,"c",
52,345273,346266,"r",
53,346267,346763,"a",
54,346764,347615,"l",
55,347616,348396,"r",
56,348397,348680,"l",
57,348681,349177,"r",
58,349178,350029,"a",
59,350030,354857,"r",
60,354858,355780,"a",
61,355781,355993,"r",
62,355994,359046,"l",
63,359047,359827,"a",
64,359828,361460,"l",
65,361461,362454,"a",
66,362455,365152,"l",
67,365153,366004,"a",
68,366005,367211,"l",
69,367212,367779,"r",
70,367780,369341,"a",
71,369342,369554,"r",
72,369555,370548,"l",
73,370549,371613,"a",
74,371614,372962,"l",
75,372963,373956,"r",
76,373957,376370,"l",
77,376371,0,"a",
