look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,260440,0,"c",
1,263602,268735,"r",
2,268736,274039,"l",
3,274040,274957,"a",
4,274958,275671,"r",
5,275672,277405,"l",
6,277406,277847,"r",
7,277848,0,"l",
8,281214,282165,"c",
9,282166,282947,"r",
10,282948,283593,"l",
11,283594,285735,"r",
12,285736,286075,"l",
13,286076,286789,"r",
14,286790,288557,"r",
15,288558,292977,"l",
16,292978,296853,"r",
17,296854,298213,"a",
18,298214,303925,"l",
19,303926,305523,"l",
20,305524,307325,"r",
21,307326,310997,"l",
22,310998,312493,"c",
23,312494,313887,"l",
24,313888,319667,"r",
25,319668,323067,"l",
26,323068,323645,"a",
27,323646,328031,"l",
28,328032,328269,"c",
29,328270,330207,"l",
30,330208,330717,"a",
31,330718,332825,"l",
32,332826,333029,"a",
33,333030,333097,"l",
34,333098,333199,"a",
35,333200,333471,"l",
36,333472,340339,"r",
37,340340,340713,"l",
38,340714,344929,"r",
39,344930,346017,"l",
40,346018,347479,"r",
41,347480,353939,"l",
42,353940,354313,"a",
43,354314,356999,"l",
44,357000,357237,"a",
45,357238,358495,"r",
46,358496,361589,"l",
47,361590,362643,"l",
48,362644,369205,"r",
49,369206,370191,"l",
50,370192,371313,"c",
51,371314,375291,"r",
52,375292,375699,"l",
53,375700,376107,"r",
54,376108,380527,"l",
55,380528,381071,"r",
56,381072,383723,"l",
57,383724,0,"a",
