look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,253187,257003,"c",
1,257004,262118,"l",
2,262119,267926,"r",
3,267927,268916,"l",
4,268917,270236,"r",
5,270237,271061,"l",
6,271062,274592,"r",
7,274593,274889,"c",
8,274890,275384,"l",
9,275385,276209,"l",
10,276210,276836,"r",
11,276837,277727,"l",
12,277728,281918,"r",
13,281919,282347,"l",
14,282348,283139,"r",
15,283140,283436,"l",
16,283437,285713,"c",
17,285714,290795,"l",
18,290796,296075,"r",
19,296076,296966,"l",
20,296967,298517,"c",
21,298518,300662,"r",
22,300663,300926,"l",
23,300927,302312,"r",
24,302313,304160,"l",
25,304161,304952,"c",
26,304953,309605,"r",
27,309606,311189,"l",
28,311190,311816,"a",
29,311817,312113,"c",
30,312114,316436,"r",
31,316437,317228,"r",
32,317229,320231,"r",
33,320232,325412,"l",
34,325413,330626,"r",
35,330627,330989,"c",
36,330990,334091,"l",
37,334092,336731,"r",
38,336732,337325,"l",
39,337326,338447,"r",
40,338448,339008,"l",
41,339009,339635,"l",
42,339636,340427,"r",
43,340428,341219,"l",
44,341220,345245,"r",
45,345246,346367,"a",
46,346368,346796,"c",
47,346797,346928,"l",
48,346929,347126,"r",
49,347127,349106,"c",
50,349107,354221,"r",
51,354222,359369,"l",
52,359370,360392,"r",
53,360393,360953,"l",
54,360954,362207,"r",
55,362208,362603,"r",
56,362604,364022,"l",
57,364023,367586,"r",
58,367587,368081,"r",
59,368082,368840,"l",
60,368841,369665,"r",
61,369666,372536,"l",
62,372537,375020,"r",
63,375021,0,"a",
