look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,255340,255373,"c",
1,255374,255781,"l",
2,255782,257855,"c",
3,257856,260575,"r",
4,260576,261357,"a",
5,261358,263023,"r",
6,263024,266933,"l",
7,266934,267443,"a",
8,267444,268905,"l",
9,268906,269925,"a",
10,269926,271727,"r",
11,271728,272883,"l",
12,272884,274957,"r",
13,274958,275501,"l",
14,275502,275773,"c",
15,275774,276249,"l",
16,276250,278493,"l",
17,278494,278969,"r",
18,278970,279683,"l",
19,279684,280499,"r",
20,280500,282777,"l",
21,282778,284375,"r",
22,284376,284749,"c",
23,284750,284817,"l",
24,284818,285361,"l",
25,285362,287741,"a",
26,287742,289203,"c",
27,289204,292535,"a",
28,292536,295119,"r",
29,295120,295527,"r",
30,295528,296989,"a",
31,296990,297397,"c",
32,297398,297703,"l",
33,297704,298213,"a",
34,298214,299947,"c",
35,299948,303279,"r",
36,303280,304163,"l",
37,304164,304979,"c",
38,304980,305387,"l",
39,305388,307393,"r",
40,307394,307971,"a",
41,307972,308685,"r",
42,308686,310521,"c",
43,310522,310963,"r",
44,310964,314397,"a",
45,314398,315111,"c",
46,315112,319463,"a",
47,319464,322387,"r",
48,322388,324019,"a",
49,324020,324257,"r",
50,324258,325481,"a",
51,325482,325753,"l",
52,325754,326059,"r",
53,326060,328847,"a",
54,328848,329187,"c",
55,329188,333165,"a",
56,333166,333675,"r",
57,333676,335681,"l",
58,335682,336905,"a",
59,336906,338605,"l",
60,338606,339829,"a",
61,339830,341801,"l",
62,341802,342821,"l",
63,342822,346765,"a",
64,346766,347581,"r",
65,347582,348499,"c",
66,348500,350097,"l",
67,350098,351219,"r",
68,351220,356557,"a",
69,356558,357033,"l",
70,357034,360229,"a",
71,360230,360399,"l",
72,360400,361079,"r",
73,361080,361827,"c",
74,361828,363119,"r",
75,363120,363459,"a",
76,363460,364819,"l",
77,364820,365601,"a",
78,365602,366417,"l",
79,366418,366621,"a",
80,366622,367913,"l",
81,367914,370803,"r",
82,370804,372163,"l",
83,372164,373319,"r",
84,373320,375427,"l",
85,375428,0,"a",
