look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,293733,294392,"r",
1,294393,295745,"a",
2,295746,296636,"r",
3,296637,297131,"a",
4,297132,298187,"c",
5,298188,298979,"l",
6,298980,314225,"a",
7,314226,315809,"r",
8,315810,316304,"l",
9,316305,316964,"c",
10,316965,319967,"r",
11,319968,324884,"a",
12,324885,325709,"l",
13,325710,327029,"r",
14,327030,327227,"a",
15,327228,328052,"c",
16,328053,329504,"c",
17,329505,330923,"l",
18,330924,334718,"a",
19,334719,334982,"l",
20,334983,335378,"r",
21,335379,342374,"a",
22,342375,342671,"r",
23,342672,343463,"l",
24,343464,345806,"r",
25,345807,346697,"l",
26,346698,347093,"r",
27,347094,350459,"a",
28,350460,350756,"l",
29,350757,355574,"r",
30,355575,357125,"a",
31,357126,357422,"r",
32,357423,359369,"c",
33,359370,359897,"c",
34,359898,363824,"a",
35,363825,364583,"r",
36,364584,365408,"c",
37,365409,367718,"c",
38,367719,370226,"r",
39,370227,371117,"a",
40,371118,372272,"r",
41,372273,373031,"a",
42,373032,373460,"r",
43,373461,373724,"a",
44,373725,373988,"r",
45,373989,380225,"l",
46,380226,380885,"r",
47,380886,382568,"l",
48,382569,383228,"r",
49,383229,384416,"a",
50,384417,385175,"l",
51,385176,397451,"a",
52,397452,398375,"c",
53,398376,399662,"l",
54,399663,403061,"a",
55,403062,403325,"l",
56,403326,403589,"r",
57,403590,406354,"a",
58,406355,0,"a",
