look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,260470,262841,"c",
1,262842,263409,"a",
2,263410,266036,"c",
3,266037,271361,"r",
4,271362,278035,"l",
5,278036,279597,"r",
6,279598,280165,"l",
7,280166,281159,"r",
8,281160,281940,"l",
9,281941,282650,"r",
10,282651,283431,"l",
11,283432,285774,"r",
12,285775,287904,"l",
13,287905,290815,"r",
14,290816,293158,"l",
15,293159,295430,"c",
16,295431,300684,"r",
17,300685,305938,"l",
18,305939,307713,"r",
19,307714,308281,"l",
20,308282,309204,"r",
21,309205,311831,"l",
22,311832,312754,"r",
23,312755,314245,"l",
24,314246,315097,"r",
25,315098,316162,"l",
26,316163,318363,"r",
27,318364,320209,"l",
28,320210,322410,"r",
29,322411,330788,"c",
30,330789,336113,"r",
31,336114,341367,"l",
32,341368,343710,"r",
33,343711,346124,"l",
34,346125,348822,"r",
35,348823,353224,"r",
36,353225,354005,"l",
37,354006,354644,"c",
38,354645,357839,"r",
39,357840,360253,"c",
40,360254,365365,"l",
41,365366,371400,"r",
42,371401,374524,"l",
43,374525,375944,"r",
44,375945,377222,"l",
45,377223,378074,"r",
46,378075,378855,"c",
47,378856,379920,"l",
48,379921,380701,"r",
49,380702,381482,"l",
50,381483,382689,"r",
51,382690,386736,"l",
52,386737,386815,"r",
53,386816,0,"a",
