look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,255717,257498,"c",
1,257499,258917,"a",
2,258918,263735,"r",
3,263736,265583,"l",
4,265584,267035,"a",
5,267036,267200,"l",
6,267201,268553,"a",
7,268554,273008,"l",
8,273009,276176,"r",
9,276177,279476,"l",
10,279477,283700,"r",
11,283701,287561,"l",
12,287562,290564,"r",
13,290565,292907,"a",
14,292908,295151,"l",
15,295152,296504,"a",
16,296505,299012,"c",
17,299013,299408,"l",
18,299409,300728,"r",
19,300729,304259,"l",
20,304260,304952,"r",
21,304953,306569,"l",
22,306570,307691,"r",
23,307692,308516,"a",
24,308517,308747,"l",
25,308748,310562,"r",
26,310563,314885,"a",
27,314886,318482,"c",
28,318483,320099,"l",
29,320100,322178,"r",
30,322179,323894,"l",
31,323895,324323,"a",
32,324324,328250,"l",
33,328251,331187,"r",
34,331188,331418,"l",
35,331419,333200,"r",
36,333201,334157,"c",
37,334158,334388,"l",
38,334389,335312,"r",
39,335313,337160,"a",
40,337161,337952,"l",
41,337953,338612,"a",
42,338613,339107,"l",
43,339108,340889,"c",
44,340890,341450,"l",
45,341451,345113,"r",
46,345114,351515,"l",
47,351516,355871,"r",
48,355872,356465,"l",
49,356466,356630,"r",
50,356631,356762,"a",
51,356763,358808,"l",
52,358809,359171,"a",
53,359172,360491,"l",
54,360492,362240,"a",
55,362241,362900,"c",
56,362901,363197,"l",
57,363198,363758,"r",
58,363759,363956,"l",
59,363957,364946,"a",
60,364947,365573,"r",
61,365574,366398,"l",
62,366399,367850,"a",
63,367851,369929,"l",
64,369930,374582,"r",
65,374583,374978,"a",
66,374979,377475,"l",
67,377476,0,"a",
