look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,253737,255419,"c",
1,255420,256211,"r",
2,256212,259577,"a",
3,259578,260336,"r",
4,260337,266672,"l",
5,266673,268025,"r",
6,268026,269576,"l",
7,269577,272579,"r",
8,272580,274757,"l",
9,274758,276374,"r",
10,276375,278288,"l",
11,278289,280103,"r",
12,280104,281225,"a",
13,281226,281720,"l",
14,281721,283733,"c",
15,283734,288947,"l",
16,288948,294161,"r",
17,294162,295613,"l",
18,295614,296702,"r",
19,296703,296966,"l",
20,296967,299639,"c",
21,299640,305249,"r",
22,305250,306173,"l",
23,306174,307757,"r",
24,307758,310133,"l",
25,310134,312542,"r",
26,312543,316139,"a",
27,316140,318020,"c",
28,318021,319373,"l",
29,319374,319934,"r",
30,319935,320198,"c",
31,320199,323168,"l",
32,323169,325379,"r",
33,325380,327392,"a",
34,327393,328250,"r",
35,328251,328613,"l",
36,328614,329273,"c",
37,329274,330296,"l",
38,330297,333497,"r",
39,333498,334949,"a",
40,334950,335444,"r",
41,335445,337919,"l",
42,337920,338414,"r",
43,338415,339800,"l",
44,339801,340394,"r",
45,340395,342077,"l",
46,342078,342770,"r",
47,342771,344420,"l",
48,344421,346103,"c",
49,346104,346499,"a",
50,346500,351812,"l",
51,351813,356795,"r",
52,356796,360788,"l",
53,360789,361448,"r",
54,361449,362537,"l",
55,362538,363890,"r",
56,363891,365012,"l",
57,365013,365210,"r",
58,365211,367355,"l",
59,367356,369533,"r",
60,369534,372316,"l",
61,372317,0,"a",
