look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,249294,249677,"a",
1,249678,252086,"c",
2,252087,256673,"r",
3,256674,257069,"l",
4,257070,258224,"c",
5,258225,263405,"l",
6,263406,269312,"r",
7,269313,270599,"l",
8,270600,270962,"r",
9,270963,271886,"l",
10,271887,272744,"r",
11,272745,273371,"l",
12,273372,273635,"a",
13,273636,274691,"l",
14,274692,274988,"r",
15,274989,278816,"a",
16,278817,279146,"r",
17,279147,279707,"l",
18,279708,280334,"r",
19,280335,282413,"a",
20,282414,283832,"r",
21,283833,284723,"c",
22,284724,286967,"l",
23,286968,287858,"r",
24,287859,297659,"a",
25,297660,299639,"a",
26,299640,300167,"l",
27,300168,305348,"a",
28,305349,306008,"l",
29,306009,306866,"r",
30,306867,307823,"l",
31,307824,308912,"r",
32,308913,310595,"l",
33,310596,310892,"r",
34,310893,311882,"a",
35,311883,312146,"a",
36,312147,313136,"r",
37,313137,313730,"c",
38,313731,315380,"a",
39,315381,317030,"c",
40,317031,318680,"l",
41,318681,318977,"a",
42,318978,320099,"c",
43,320100,321815,"a",
44,321816,324158,"l",
45,324159,326831,"a",
46,326832,326996,"l",
47,326997,328580,"r",
48,328581,329075,"l",
49,329076,330890,"a",
50,330891,331220,"r",
51,331221,332804,"a",
52,332805,333266,"c",
53,333267,333860,"l",
54,333861,335345,"a",
55,335346,335609,"c",
56,335610,336896,"l",
57,336897,338348,"r",
58,338349,338744,"a",
59,338745,339932,"l",
60,339933,340526,"a",
61,340527,342572,"l",
62,342573,343628,"r",
63,343629,344321,"l",
64,344322,346895,"a",
65,346896,347885,"l",
66,347886,348314,"r",
67,348315,350426,"c",
68,350427,355673,"l",
69,355674,360557,"r",
70,360558,361745,"a",
71,361746,363197,"l",
72,363198,364055,"r",
73,364056,365276,"l",
74,365277,366068,"a",
75,366069,366794,"l",
76,366795,368642,"a",
77,368643,369170,"l",
78,369171,369830,"r",
79,369831,371051,"l",
80,371052,371480,"a",
81,371481,371612,"l",
82,371613,372305,"r",
83,372306,376631,"l",
84,376632,0,"a",
