look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,280302,287033,"a",
1,287034,288551,"l",
2,288552,289541,"a",
3,289542,291257,"l",
4,291258,295679,"a",
5,295680,299705,"l",
6,299706,304391,"a",
7,304392,304787,"l",
8,304788,305381,"r",
9,305382,305909,"a",
10,305910,306833,"l",
11,306834,307361,"a",
12,307362,307559,"l",
13,307560,308549,"r",
14,308550,318845,"a",
15,318846,319835,"l",
16,319836,328481,"a",
17,328482,330395,"l",
18,330396,331253,"c",
19,331254,332177,"l",
20,332178,335939,"r",
21,335940,340229,"a",
22,340230,340889,"l",
23,340890,342539,"a",
24,342540,343529,"l",
25,343530,344981,"a",
26,344982,345443,"l",
27,345444,347951,"r",
28,347952,352505,"l",
29,352506,353429,"a",
30,353430,353957,"r",
31,353958,0,"r",
32,360360,361283,"l",
33,361284,361613,"r",
34,361614,368213,"a",
35,368214,370523,"l",
36,370524,373625,"a",
37,373626,373955,"l",
38,373956,376397,"a",
39,376398,377519,"c",
40,377520,381677,"a",
41,381678,382007,"r",
42,382008,387485,"l",
43,387486,388409,"r",
44,388410,388871,"l",
45,388872,390521,"r",
46,390522,394481,"l",
47,394482,395933,"r",
48,395934,396263,"l",
49,396264,396791,"r",
50,396792,397913,"l",
51,397914,398375,"r",
52,398376,399629,"l",
53,399630,399893,"a",
54,399894,400619,"r",
55,400620,0,"l",
