look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,253062,0,"c",
1,256054,262037,"c",
2,262038,267239,"l",
3,267240,274617,"r",
4,274618,276725,"l",
5,276726,277541,"a",
6,277542,277745,"c",
7,277746,279649,"l",
8,279650,281145,"r",
9,281146,283491,"l",
10,283492,286109,"r",
11,286110,288795,"l",
12,288796,288965,"r",
13,288966,291243,"c",
14,291244,296513,"l",
15,296514,302259,"r",
16,302260,302633,"l",
17,302634,305965,"r",
18,305966,307257,"a",
19,307258,307835,"r",
20,307836,310079,"l",
21,310080,311473,"r",
22,311474,312833,"l",
23,312834,313683,"r",
24,313684,318137,"l",
25,318138,326433,"c",
26,326434,326739,"r",
27,326740,330105,"l",
28,330106,331329,"a",
29,331330,331873,"l",
30,331874,337755,"r",
31,337756,338741,"r",
32,338742,340849,"l",
33,340850,344079,"a",
34,344080,344249,"c",
35,344250,344521,"l",
36,344522,346867,"r",
37,346868,348193,"l",
38,348194,350335,"r",
39,350336,353633,"l",
40,353634,355843,"c",
41,355844,358835,"r",
42,358836,359685,"a",
43,359686,361725,"r",
44,361726,367063,"l",
45,367064,368967,"r",
46,368968,372673,"l",
47,372674,373965,"a",
48,373966,374373,"c",
49,374374,375971,"r",
50,375972,379031,"l",
51,379032,382520,"r",
52,382521,0,"a",
