look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,268345,268799,"l",
1,268800,271354,"c",
2,271355,277514,"l",
3,277515,279439,"r",
4,279440,283044,"r",
5,283045,283499,"c",
6,283500,284619,"l",
7,284620,286019,"r",
8,286020,288504,"l",
9,288505,288784,"r",
10,288785,289239,"a",
11,289240,289519,"r",
12,289520,291969,"l",
13,291970,292739,"r",
14,292740,295224,"l",
15,295225,296169,"r",
16,296170,299144,"l",
17,299145,299704,"r",
18,299705,302154,"c",
19,302155,307614,"l",
20,307615,311534,"r",
21,311535,311989,"l",
22,311990,313774,"r",
23,313775,314194,"c",
24,314195,314649,"r",
25,314650,317379,"l",
26,317380,318954,"r",
27,318955,322139,"l",
28,322140,323154,"r",
29,323155,324309,"l",
30,324310,324764,"r",
31,324765,325674,"l",
32,325675,326619,"r",
33,326620,328964,"l",
34,328965,331169,"r",
35,331170,338554,"l",
36,338555,339009,"a",
37,339010,344084,"r",
38,344085,349649,"l",
39,349650,350139,"r",
40,350140,351434,"l",
41,351435,352694,"r",
42,352695,355739,"l",
43,355740,357174,"r",
44,357175,357769,"c",
45,357770,360079,"l",
46,360080,361234,"r",
47,361235,362739,"l",
48,362740,365224,"r",
49,365225,366099,"l",
50,366100,366344,"r",
51,366345,369074,"l",
52,369075,369529,"a",
53,369530,369704,"l",
54,369705,370334,"a",
55,370335,370544,"l",
56,370545,371594,"a",
57,371595,374009,"l",
58,374010,380484,"r",
59,380485,381604,"a",
60,381605,382864,"l",
61,382865,384334,"r",
62,384335,385839,"l",
63,385840,387484,"r",
64,387485,389374,"l",
65,389375,389794,"r",
66,389795,390844,"l",
67,390845,391404,"r",
68,391405,391824,"l",
69,391825,392979,"r",
70,392980,395254,"l",
71,395255,395483,"r",
72,395484,0,"a",
