look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,257959,258467,"c",
1,258468,259759,"a",
2,259760,261561,"l",
3,261562,261969,"c",
4,261970,263669,"l",
5,263670,266491,"a",
6,266492,267205,"l",
7,267206,269653,"r",
8,269654,269857,"l",
9,269858,272441,"r",
10,272442,274481,"l",
11,274482,275433,"r",
12,275434,276861,"l",
13,276862,280057,"r",
14,280058,280805,"l",
15,280806,281587,"r",
16,281588,282471,"l",
17,282472,282709,"r",
18,282710,284035,"l",
19,284036,286211,"r",
20,286212,288795,"l",
21,288796,290597,"c",
22,290598,291039,"l",
23,291040,296037,"r",
24,296038,296717,"l",
25,296718,301681,"l",
26,301682,302803,"r",
27,302804,304741,"a",
28,304742,305319,"r",
29,305320,306203,"l",
30,306204,306849,"a",
31,306850,307563,"l",
32,307564,308889,"a",
33,308890,309603,"r",
34,309604,309977,"l",
35,309978,311065,"r",
36,311066,313071,"l",
37,313072,313445,"r",
38,313446,314329,"l",
39,314330,314805,"r",
40,314806,317729,"l",
41,317730,325073,"r",
42,325074,326059,"a",
43,326060,328405,"r",
44,328406,329833,"a",
45,329834,336565,"l",
46,336566,337041,"a",
47,337042,337619,"l",
48,337620,337993,"l",
49,337994,339047,"r",
50,339048,339421,"l",
51,339422,340339,"r",
52,340340,346085,"l",
53,346086,348941,"a",
54,348942,349621,"c",
55,349622,349995,"r",
56,349996,351627,"l",
57,351628,354415,"a",
58,354416,354789,"l",
59,354790,356285,"c",
60,356286,357611,"l",
61,357612,362813,"r",
62,362814,366145,"l",
63,366146,366587,"a",
64,366588,369239,"l",
65,369240,371449,"r",
66,371450,375495,"l",
67,375496,375869,"r",
68,375870,376855,"a",
69,376856,377229,"l",
70,377230,377841,"r",
71,377842,379643,"l",
72,379644,379881,"r",
73,379882,382363,"l",
74,382364,383519,"a",
75,383520,383900,"r",
76,383901,0,"a",
