look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,261624,263405,"c",
1,263406,263900,"a",
2,263901,265253,"r",
3,265254,266738,"l",
4,266739,267167,"r",
5,267168,268289,"l",
6,268290,273470,"a",
7,273471,275780,"r",
8,275781,276341,"c",
9,276342,277166,"c",
10,277167,279014,"l",
11,279015,280796,"a",
12,280797,281852,"r",
13,281853,282710,"l",
14,282711,283535,"a",
15,283536,284822,"r",
16,284823,285449,"l",
17,285450,287693,"r",
18,287694,289904,"l",
19,289905,291851,"r",
20,291852,292082,"l",
21,292083,292280,"a",
22,292281,294326,"c",
23,294327,298055,"r",
24,298056,298715,"l",
25,298716,299606,"r",
26,299607,304952,"l",
27,304953,305810,"a",
28,305811,306371,"l",
29,306372,308648,"r",
30,308649,310232,"l",
31,310233,312014,"a",
32,312015,313499,"r",
33,313500,315710,"a",
34,315711,316436,"l",
35,316437,319472,"r",
36,319473,321089,"l",
37,321090,329735,"r",
38,329736,331583,"l",
39,331584,334157,"l",
40,334158,335048,"c",
41,335049,335279,"l",
42,335280,335741,"a",
43,335742,342011,"r",
44,342012,343793,"l",
45,343794,345113,"r",
46,345114,345740,"l",
47,345741,352901,"r",
48,352902,354122,"l",
49,354123,357191,"r",
50,357192,359501,"c",
51,359502,361283,"l",
52,361284,361844,"a",
53,361845,364748,"l",
54,364749,372800,"r",
55,372801,373526,"l",
56,373527,374582,"r",
57,374583,376397,"a",
58,376398,376595,"l",
59,376596,377486,"r",
60,377487,378542,"l",
61,378543,379961,"r",
62,379962,381413,"l",
63,381414,382667,"r",
64,382668,383525,"a",
65,383526,385340,"r",
66,385341,386074,"l",
67,386075,0,"a",
