look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,254410,255853,"a",
1,255854,256119,"c",
2,256120,257639,"a",
3,257640,259083,"l",
4,259084,264783,"a",
5,264784,265809,"r",
6,265810,275423,"a",
7,275424,275955,"l",
8,275956,283783,"a",
9,283784,284733,"l",
10,284734,285721,"c",
11,285722,289635,"r",
12,289636,291383,"a",
13,291384,294917,"l",
14,294918,295449,"a",
15,295450,297311,"l",
16,297312,297881,"r",
17,297882,300807,"a",
18,300808,301795,"l",
19,301796,303429,"r",
20,303430,305329,"l",
21,305330,306165,"r",
22,306166,307115,"c",
23,307116,308825,"c",
24,308826,321935,"a",
25,321936,324291,"l",
26,324292,325583,"a",
27,325584,328319,"r",
28,328320,329459,"a",
29,329460,331207,"r",
30,331208,332689,"a",
31,332690,332993,"l",
32,332994,339225,"a",
33,339226,339947,"c",
34,339948,341581,"r",
35,341582,342417,"l",
36,342418,343785,"r",
37,343786,348231,"a",
38,348232,348649,"l",
39,348650,349827,"r",
40,349828,350549,"a",
41,350550,353475,"c",
42,353476,358415,"a",
43,358416,359859,"l",
44,359860,360961,"r",
45,360962,361189,"a",
46,361190,363963,"l",
47,363964,365521,"r",
48,365522,367041,"l",
49,367042,368181,"r",
50,368182,368789,"l",
51,368790,369435,"r",
52,369436,369967,"l",
53,369968,372513,"r",
54,372514,373235,"l",
55,373236,373995,"a",
56,373996,374540,"l",
57,374541,0,"a",
