look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,253332,255005,"c",
1,255006,255439,"l",
2,255440,257175,"c",
3,257176,258973,"r",
4,258974,260027,"l",
5,260028,262197,"c",
6,262198,267963,"l",
7,267964,269885,"r",
8,269886,273047,"l",
9,273048,273543,"r",
10,273544,274225,"l",
11,274226,274597,"c",
12,274598,275155,"r",
13,275156,275589,"l",
14,275590,275775,"c",
15,275776,276395,"l",
16,276396,276581,"c",
17,276582,279495,"l",
18,279496,281231,"r",
19,281232,282843,"l",
20,282844,283587,"c",
21,283588,283897,"l",
22,283898,284641,"a",
23,284642,286005,"c",
24,286006,287927,"l",
25,287928,290779,"a",
26,290780,291399,"r",
27,291400,292329,"a",
28,292330,292639,"r",
29,292640,292887,"c",
30,292888,295863,"r",
31,295864,296731,"l",
32,296732,298157,"a",
33,298158,298653,"c",
34,298654,298901,"r",
35,298902,375076,"a",
36,375077,0,"",
