look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,253186,257445,"a",
1,257446,258013,"c",
2,258014,270012,"a",
3,270013,271290,"l",
4,271291,282366,"a",
5,282367,282579,"l",
6,282580,284283,"r",
7,284284,285561,"l",
8,285562,287265,"r",
9,287266,288827,"l",
10,288828,292732,"a",
11,292733,293229,"l",
12,293230,296850,"r",
13,296851,297773,"l",
14,297774,302956,"a",
15,302957,303169,"l",
16,303170,303950,"c",
17,303951,304163,"r",
18,304164,305015,"l",
19,305016,306080,"r",
20,306081,310553,"a",
21,310554,311405,"c",
22,311406,312115,"r",
23,312116,312683,"l",
24,312684,313819,"a",
25,313820,314245,"l",
26,314246,314884,"r",
27,314885,316020,"a",
28,316021,334977,"a",
29,334978,337746,"r",
30,337747,339876,"a",
31,339877,340657,"r",
32,340658,342361,"l",
33,342362,343355,"a",
34,343356,346905,"r",
35,346906,352088,"a",
36,352089,353011,"r",
37,353012,354289,"l",
38,354290,358691,"a",
39,358692,358975,"l",
40,358976,359543,"a",
41,359544,364442,"r",
42,364443,366359,"l",
43,366360,367424,"a",
44,367425,369838,"l",
45,369839,370619,"a",
46,370620,371187,"l",
47,371188,384961,"a",
48,384962,385387,"r",
49,385388,0,"a",
