look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,256870,260303,"c",
1,260304,265199,"l",
2,265200,270061,"r",
3,270062,271217,"r",
4,271218,271455,"c",
5,271456,271795,"l",
6,271796,272509,"r",
7,272510,275399,"l",
8,275400,275807,"r",
9,275808,276147,"l",
10,276148,280125,"a",
11,280126,280567,"c",
12,280568,281077,"l",
13,281078,286891,"r",
14,286892,289305,"c",
15,289306,292773,"r",
16,292774,293623,"l",
17,293624,294677,"r",
18,294678,297805,"l",
19,297806,299777,"a",
20,299778,301307,"l",
21,301308,303687,"a",
22,303688,305863,"l",
23,305864,308821,"r",
24,308822,309637,"l",
25,309638,311099,"a",
26,311100,313989,"l",
27,313990,316573,"a",
28,316574,318341,"c",
29,318342,318749,"r",
30,318750,322013,"c",
31,322014,324427,"l",
32,324428,325243,"r",
33,325244,326059,"a",
34,326060,327929,"r",
35,327930,330309,"a",
36,330310,330751,"l",
37,330752,334015,"a",
38,334016,335069,"r",
39,335070,335647,"l",
40,335648,338469,"a",
41,338470,339897,"l",
42,339898,341155,"r",
43,341156,341427,"l",
44,341428,343195,"a",
45,343196,344963,"l",
46,344964,345881,"a",
47,345882,350437,"l",
48,350438,351219,"r",
49,351220,353429,"c",
50,353430,357305,"l",
51,357306,357543,"r",
52,357544,358631,"l",
53,358632,362031,"r",
54,362032,363017,"a",
55,363018,364275,"r",
56,364276,366009,"l",
57,366010,367063,"r",
58,367064,369783,"a",
59,369784,370055,"c",
60,370056,370973,"l",
61,370974,372061,"r",
62,372062,372537,"l",
63,372538,378793,"r",
64,378794,379405,"l",
65,379406,379580,"r",
66,379581,0,"a",
