look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,253606,254183,"c",
1,254184,254353,"a",
2,254354,256733,"c",
3,256734,260983,"r",
4,260984,261289,"c",
5,261290,261731,"l",
6,261732,261935,"c",
7,261936,268871,"l",
8,268872,270061,"r",
9,270062,273223,"l",
10,273224,273767,"c",
11,273768,275603,"r",
12,275604,276759,"l",
13,276760,277847,"r",
14,277848,280193,"l",
15,280194,281315,"r",
16,281316,282063,"l",
17,282064,283593,"r",
18,283594,285837,"c",
19,285838,291141,"r",
20,291142,295187,"l",
21,295188,295833,"r",
22,295834,296207,"l",
23,296208,298689,"r",
24,298690,301307,"l",
25,301308,301987,"r",
26,301988,303279,"l",
27,303280,306679,"r",
28,306680,312221,"l",
29,312222,313207,"c",
30,313208,314805,"l",
31,314806,317763,"c",
32,317764,320075,"l",
33,320076,320381,"c",
34,320382,325515,"r",
35,325516,330751,"l",
36,330752,331533,"r",
37,331534,331839,"l",
38,331840,332825,"r",
39,332826,336055,"l",
40,336056,336837,"r",
41,336838,337143,"l",
42,337144,339761,"r",
43,339762,343433,"l",
44,343434,344113,"r",
45,344114,346833,"l",
46,346834,349043,"c",
47,349044,354109,"l",
48,354110,363833,"r",
49,363834,366349,"l",
50,366350,371415,"r",
51,371416,372061,"l",
52,372062,374971,"r",
53,374972,0,"c",
