look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,265386,266804,"c",
1,266805,269147,"a",
2,269148,272447,"l",
3,272448,272777,"l",
4,272778,275153,"l",
5,275154,280103,"r",
6,280104,281885,"l",
7,281886,285317,"r",
8,285318,287297,"a",
9,287298,288683,"l",
10,288684,290465,"a",
11,290466,290597,"l",
12,290598,292874,"r",
13,292875,293600,"l",
14,293601,296009,"r",
15,296010,297527,"l",
16,297528,299441,"a",
17,299442,305513,"l",
18,305514,311255,"r",
19,311256,311816,"l",
20,311817,316634,"r",
21,316635,317459,"l",
22,317460,317723,"c",
23,317724,318680,"l",
24,318681,326534,"r",
25,326535,327986,"l",
26,327987,332705,"c",
27,332706,333959,"l",
28,333960,334883,"c",
29,334884,336071,"l",
30,336072,339404,"l",
31,339405,342407,"l",
32,342408,344057,"r",
33,344058,345905,"a",
34,345906,347456,"r",
35,347457,348875,"l",
36,348876,349172,"c",
37,349173,349502,"r",
38,349503,350558,"l",
39,350559,352967,"r",
40,352968,353660,"l",
41,353661,357059,"a",
42,357060,358016,"c",
43,358017,359666,"a",
44,359667,363923,"r",
45,363924,365375,"c",
46,365376,366200,"a",
47,366201,366662,"l",
48,366663,367091,"a",
49,367092,372536,"l",
50,372537,377915,"r",
51,377916,379103,"l",
52,379104,381116,"r",
53,381117,381413,"l",
54,381414,382766,"r",
55,382767,383228,"a",
56,383229,384614,"r",
57,384615,386957,"l",
58,386958,393333,"r",
59,393334,0,"a",
