look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,262310,346527,"a",
1,346528,347411,"c",
2,347412,350199,"r",
3,350200,350675,"l",
4,350676,352851,"r",
5,352852,353021,"a",
6,353022,353837,"l",
7,353838,363357,"a",
8,363358,365329,"l",
9,365330,369919,"r",
10,369920,370191,"c",
11,370192,370225,"a",
12,370226,370667,"a",
13,370668,375835,"a",
14,375836,376039,"l",
15,376040,376753,"r",
16,376754,377807,"l",
17,377808,378215,"a",
18,378216,378487,"l",
19,378488,379813,"r",
20,379814,381717,"l",
21,381718,386421,"r",
22,386422,0,"a",
